Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
acceleration:speed::pain:agony,agony,"[('speed', 0.9101659655570984), ('pain', 0.8911291360855103), ('fast', 0.8609586954116821), ('light', 0.8583161234855652), ('dim', 0.8489146828651428), ('hot', 0.8475888967514038), ('dirty', 0.8468945026397705), ('burn', 0.846514880657196), ('monochromatic', 0.8464453220367432), ('evil', 0.8461784720420837)]",34,0.818255067
library:book::feet:inches,inches,"[('feet', 0.7946677207946777), ('cards', 0.7396236658096313), ('agreement', 0.7394840717315674), ('arrhythmia', 0.7326114773750305), ('acceleration', 0.7319690585136414), ('attract', 0.7292892336845398), ('short', 0.7291309237480164), ('elastic', 0.727342963218689), ('backward', 0.7251498103141785), ('hand', 0.7216745615005493)]",41,0.669506073
millionaire:wealth::baby:adult,adult,"[('baby', 0.9434133768081665), ('child', 0.8463184237480164), ('crying', 0.835776686668396), ('mother', 0.8043588995933533), ('kid', 0.8027666807174683), ('laugh', 0.766677737236023), ('father', 0.7383667826652527), ('small', 0.7338529825210571), ('hunger', 0.7330677509307861), ('clean', 0.729393482208252)]",45,0.685328186
ocean:Pacific::villain:evil,evil,"[('villain', 0.8541085720062256), ('Pacific', 0.8459867238998413), ('coward', 0.8406246304512024), ('cards', 0.8307062387466431), ('short', 0.8255088925361633), ('productive', 0.8238585591316223), ('teach', 0.8234341740608215), ('morose', 0.8234075307846069), ('nod', 0.8143939971923828), ('raise', 0.8113816380500793)]",47,0.771246791
fire:cold::top:bottom,bottom,"[('top', 0.7629269361495972), ('cold', 0.7541427612304688), ('hill', 0.7526794075965881), ('highway', 0.7144899368286133), ('freezing', 0.7001535296440125), ('road', 0.6991033554077148), ('retiree', 0.6978446245193481), ('school', 0.6888173818588257), ('jobless', 0.6799677610397339), ('father', 0.6779656410217285)]",48,0.627387583
fail:succeed::employed:jobless,jobless,"[('employed', 0.9220149517059326), ('succeed', 0.9192392826080322), ('discipline', 0.8953632712364197), ('good', 0.8846497535705566), ('achievement', 0.8776884078979492), ('alive', 0.8710983991622925), ('backward', 0.8702274560928345), ('forward', 0.8678066730499268), ('wrong', 0.8503594398498535), ('happiness', 0.8494535088539124)]",52,0.780115366
unstable:fall::school:student,student,"[('school', 0.8960963487625122), ('hotel', 0.8330124020576477), ('fall', 0.8325595855712891), ('top', 0.816264271736145), ('life', 0.8049836158752441), ('freedom', 0.8024447560310364), ('choreography', 0.8000865578651428), ('lobby', 0.7892758250236511), ('big', 0.7828156352043152), ('father', 0.7802797555923462)]",58,0.722793579
heart:beat::depression:joy,joy,"[('heartbeat', 0.846869945526123), ('beat', 0.8329748511314392), ('depression', 0.8264715671539307), ('arrhythmia', 0.8200424909591675), ('mathematics', 0.8172295093536377), ('alive', 0.8081390857696533), ('discipline', 0.797620415687561), ('acceleration', 0.7921855449676514), ('seconds', 0.7921599745750427), ('fail', 0.7831302285194397)]",61,0.709158778
consume:edible::top:bottom,bottom,"[('top', 0.8405373096466064), ('hill', 0.7857533097267151), ('highway', 0.7777549624443054), ('road', 0.771327018737793), ('day', 0.7571288347244263), ('farming', 0.7447371482849121), ('evening', 0.7423988580703735), ('school', 0.732357919216156), ('hotel', 0.7245755195617676), ('harvesting', 0.7186033129692078)]",63,0.618324816
army:soldiers::lazy:productive,productive,"[('lazy', 0.979114294052124), ('exhaustion', 0.937445878982544), ('tired', 0.9253543615341187), ('small', 0.918884813785553), ('stretched', 0.9169560074806213), ('deceased', 0.9120752811431885), ('retiree', 0.9117841124534607), ('coward', 0.9114120602607727), ('jobless', 0.9107377529144287), ('big', 0.9082938432693481)]",65,0.858542323
tired:exhaustion::ladder:stairs,stairs,"[('ladder', 0.9688888192176819), ('unstable', 0.7843869924545288), ('forward', 0.7765547633171082), ('attract', 0.7710349559783936), ('short', 0.7709487676620483), ('raise', 0.7700388431549072), ('performance', 0.7700241208076477), ('backward', 0.7694259881973267), ('fail', 0.7677465677261353), ('bottom', 0.7670531868934631)]",66,0.707878232
hunger:starvation::feet:inches,inches,"[('feet', 0.9676113128662109), ('acceleration', 0.92470383644104), ('short', 0.9140028953552246), ('depression', 0.900696873664856), ('arrhythmia', 0.9001553654670715), ('teach', 0.8946713209152222), ('productive', 0.8942787647247314), ('backward', 0.8933767080307007), ('fail', 0.8913329839706421), ('bottom', 0.891328752040863)]",68,0.812205791
hour:seconds::ladder:stairs,stairs,"[('ladder', 0.9162987470626831), ('bottom', 0.7890986800193787), ('forks', 0.787053108215332), ('stretched', 0.782791018486023), ('life', 0.7825942635536194), ('weaver', 0.7780018448829651), ('choreography', 0.7778617143630981), ('fall', 0.775374174118042), ('big', 0.7748895287513733), ('fail', 0.7746962308883667)]",73,0.728828192
snacks:chips::feet:inches,inches,"[('feet', 0.915806233882904), ('acceleration', 0.860049843788147), ('productive', 0.848739504814148), ('short', 0.8481104373931885), ('arrhythmia', 0.8419961929321289), ('backward', 0.840086042881012), ('achievement', 0.8393502831459045), ('depression', 0.8375282883644104), ('teach', 0.8366444110870361), ('raise', 0.8361670970916748)]",74,0.742646396
spinner:yarn::casino:cards,cards,"[('casino', 0.8698779940605164), ('yarn', 0.8203704357147217), ('speed', 0.7623774409294128), ('monochromatic', 0.7516587972640991), ('hotel', 0.7493528723716736), ('big', 0.748721718788147), ('movie', 0.7440669536590576), ('fast', 0.7438376545906067), ('villain', 0.7430844306945801), ('deceased', 0.7423240542411804)]",76,0.688766003
hot:cold::lazy:productive,productive,"[('cold', 0.9268083572387695), ('lazy', 0.8881099820137024), ('freezing', 0.8836941123008728), ('small', 0.8583750128746033), ('jobless', 0.8481786847114563), ('widow', 0.8460836410522461), ('exhaustion', 0.8460118770599365), ('tired', 0.8455779552459717), ('deceased', 0.8397488594055176), ('fear', 0.8396804928779602)]",79,0.767971992
script:movie::bird:feathers,feathers,"[('bird', 0.9233627319335938), ('big', 0.8894428610801697), ('movie', 0.8833820819854736), ('villain', 0.8773218393325806), ('evil', 0.8721597790718079), ('small', 0.8699027299880981), ('zoo', 0.8671642541885376), ('jobless', 0.8640700578689575), ('damaged', 0.8621832132339478), ('starvation', 0.8621799945831299)]",90,0.791033268
fire:hot::weaver:cloth,cloth,"[('weaver', 0.8458558320999146), ('hot', 0.7916722297668457), ('students', 0.7887992262840271), ('lazy', 0.7796761393547058), ('adult', 0.7787907123565674), ('stretched', 0.7780003547668457), ('tired', 0.7747477889060974), ('retiree', 0.7742049694061279), ('student', 0.7724630832672119), ('exhaustion', 0.7723850607872009)]",113,0.643586159
tool:hammer::discard:litter,litter,"[('hammer', 0.8238040208816528), ('discard', 0.7366535067558289), ('spear', 0.7130335569381714), ('forward', 0.707793653011322), ('feet', 0.7059603929519653), ('backward', 0.7006536722183228), ('break', 0.6913809776306152), ('fail', 0.6910455226898193), ('achievement', 0.6909899711608887), ('employed', 0.6909173130989075)]",116,0.580959201
wash:clean::fill:empty,empty,"[('fill', 0.9018676280975342), ('clean', 0.8456352949142456), ('fail', 0.8328240513801575), ('forks', 0.8293055295944214), ('litter', 0.8262731432914734), ('damaged', 0.8261427283287048), ('unstable', 0.8200643062591553), ('big', 0.8200251460075378), ('bottom', 0.8167086243629456), ('achievement', 0.8161121606826782)]",129,0.716665506
