pair1,pair2,cos_image_before_normalization,rho_image_before_normalization,cos_image_after_normalization,rho_image_after_normalization,resnet_cos_image_before_normalization,resnet_rho_image_before_normalization,resnet_cos_image_after_normalization,resnet_rho_image_after_normalization,cos_text_before_normalization,rho_text_before_normalization,cos_text_after_normalization,rho_text_after_normalization,w2v_cos_text_before_normalization,w2v_rho_text_before_normalization,w2v_cos_text_after_normalization,w2v_rho_text_after_normalization,resnet_diff_cos_before_normalization,resnet_diff_rho_before_normalization,resnet_diff_cos_after_normalization,resnet_diff_rho_after_normalization
fire:cold,rainbow:monochromatic,45.42802429199219,0.2960860699122234,43.64512634277344,0.3037780488607363,69.64705657958984,0.3558992118992119,60.15628433227539,0.4929231129231129,42.33934783935547,0.2261950359631956,39.90643310546875,0.2292226356416154,73.37354278564453,0.2994355241786766,73.55008697509766,0.2964148660581996,24.219032287597656,0.059813141986988505,16.511157989501953,0.18914506406237663
laugh:happiness,nod:agreement,56.88808059692383,0.1596283445485861,52.477783203125,0.1773634464300019,56.85245132446289,0.5435485235485237,56.47005081176758,0.5515615555615556,33.30144119262695,0.1055191310181847,35.332889556884766,0.0846017548151199,85.79481506347656,0.0209219781717762,85.59163665771484,0.0261457138988796,-0.0356292724609375,0.3839201789999376,3.992267608642578,0.3741981091315537
retiree:job,widow:husband,55.33906555175781,0.1386736854979915,58.91231536865234,0.0926236467309827,42.99897384643555,0.7416884856884857,50.8470344543457,0.6261705501705502,38.49468231201172,0.2581094216706149,38.93537139892578,0.2612030039425046,73.58057403564453,0.2958626838449977,70.45670318603516,0.3454047911059217,-12.340091705322266,0.6030148001904941,-8.065280914306634,0.5335469034395676
unstable:fall,fragile:break,39.73169708251953,0.4459602559480894,40.687782287597656,0.4542610092583056,58.30575942993164,0.5151403071403072,59.00680541992188,0.5036454116454118,49.07649612426758,0.2315272930007867,42.90039443969727,0.2543223069088245,75.01139068603516,0.2500906958663112,73.40469360351562,0.2695073160543711,18.57406234741211,0.06918005119221782,18.319023132324226,0.049384402387106174
harvesting:farming,stitching:sewing,26.274232864379883,0.6095639176422792,26.11347007751465,0.6111644872741213,49.84938049316406,0.6595680595680596,50.59379196166992,0.650988554988555,31.797372817993164,0.5959318959499205,31.01933479309082,0.6061268324921893,60.14974594116211,0.498237693050462,60.69517135620117,0.491769369230035,23.57514762878418,0.0500041419257804,24.480321884155273,0.0398240677144337
botany:plants,mathematics:numbers,29.964378356933597,0.5500252665053044,32.88028335571289,0.5239345152264222,44.45351028442383,0.7145995385995386,45.523433685302734,0.7013758853758855,28.841949462890625,0.4590604829711264,30.87501716613769,0.4347230984138427,80.10831451416016,0.1459928127729053,80.06513214111328,0.1437432832329854,14.48913192749023,0.16457427209423425,12.643150329589844,0.17744137014946326
millionaire:wealth,coward:fear,27.75269889831543,0.5568280003662124,27.377487182617188,0.5650646486364312,39.43927764892578,0.79001473001473,38.9328727722168,0.7951065631065631,29.89332771301269,0.2898566157116536,30.747329711914062,0.2819937793971229,75.81146240234375,0.2407729017723032,76.19493865966797,0.2325278909981455,11.686578750610352,0.2331867296485176,11.55538558959961,0.2300419144701319
library:books,school:student,37.29446792602539,0.3718899667833968,39.19684600830078,0.3409261595770247,54.40892791748047,0.5878518718518718,52.316986083984375,0.6208322008322008,27.27784919738769,0.3256724681280828,30.221189498901367,0.2562405407067898,72.08293151855469,0.3337129319158154,69.42051696777344,0.3691839993264858,17.114459991455078,0.215961905068475,13.120140075683594,0.2799060412551761
consume:edible,eat:edible,15.706124305725098,0.8946045192890903,14.75399112701416,0.9035296932399492,19.31268882751465,0.9242856602856604,16.576313018798828,0.944109908109908,24.284772872924805,0.7519142998764032,23.959518432617188,0.7608373280518649,37.88893127441406,0.745517706067039,38.65374374389648,0.7361045616337845,3.606564521789551,0.029681140996570043,1.822321891784668,0.040580214869958775
hot:cold,big:small,39.835670471191406,0.4407430712912418,41.292579650878906,0.4370028953662695,82.13325500488281,0.1296336696336696,72.91482543945312,0.2781694941694941,29.62723731994629,0.4131180011959121,28.7019100189209,0.4219116569963722,69.7362289428711,0.3355386295934767,67.38555145263672,0.3674691084250227,42.297584533691406,-0.31110940165757217,31.62224578857422,-0.15883340119677541
omelette:eggs,ocean:water,37.14728164672852,0.4461936090225563,38.3398551940918,0.4352215441571966,56.348087310791016,0.5668330708330709,53.94188690185547,0.6038793758793759,38.04408264160156,0.3548509007965118,39.09280014038086,0.3487768364976368,68.37316131591797,0.3361659417717169,66.56723022460938,0.3651070975163418,19.200805664062493,0.1206394618105146,15.602031707763672,0.1686578317221793
mask:face,makeup:blemish,42.11386489868164,0.4735972172154129,41.98731231689453,0.4744498947139538,28.592021942138672,0.8511753591753592,31.6415958404541,0.8223969063969065,36.18183898925781,0.2589961633535894,38.0038948059082,0.241167809649695,81.12308502197266,0.1565613147385788,80.31310272216797,0.1662478813546981,-13.521842956542969,0.3775781419599463,-10.34571647644043,0.3479470116829527
forward:backward,top:bottom,43.72625732421875,0.3730910645620901,38.25122833251953,0.4086822364129502,74.61548614501953,0.2988024228024228,78.50009155273438,0.2283306603306603,30.374422073364254,0.46785950321008,30.668127059936523,0.4620429319588926,71.14152526855469,0.3237866546452096,69.39432525634766,0.3524691559028334,30.88922882080078,-0.07428864175966732,40.248863220214844,-0.1803515760822899
fragile:damaged,elastic:stretched,46.37435531616211,0.2789714547498884,43.54941940307617,0.2986898789496572,53.07307434082031,0.6225745425745426,50.10053634643555,0.6572750252750252,35.1868782043457,0.3406283438333276,36.2659797668457,0.3356459427678785,72.53640747070312,0.2850011150216649,73.71330261230469,0.2685672456499374,6.698719024658203,0.3436030878246542,6.551116943359375,0.35858514632536803
arrhythmia:heartbeat,pimple:skin,28.47120475769043,0.5713746588217119,32.12124252319336,0.5467724498174661,41.42481994628906,0.7381724221724223,44.13795852661133,0.7033899793899794,38.79469299316406,0.3124754129902382,37.90278625488281,0.3184223400968174,73.78438568115234,0.274683789317002,71.44558715820312,0.3126455647837591,12.953615188598633,0.1667977633507104,12.016716003417969,0.1566175295725133
library:book,casino:cards,31.68123817443848,0.5664512665796912,33.92757797241211,0.5544863335564939,34.950660705566406,0.8266700746700748,34.83807373046875,0.8280260880260881,36.22769165039063,0.3328610839312894,37.629127502441406,0.325786283631453,79.905029296875,0.1957711975977078,80.0163345336914,0.1899109752739166,3.269422531127926,0.26021880809038356,0.9104957580566406,0.2735397544695942
script:movie,choreography:performance,56.645206451416016,0.3076684290635263,55.867286682128906,0.3069747177590094,49.159297943115234,0.660988236988237,57.0541877746582,0.5485120285120285,34.86143112182617,0.3165640091953628,35.097015380859375,0.3215986241288152,77.50499725341797,0.2106526104207439,78.43114471435547,0.1988633364880606,-7.485908508300781,0.35331980792471074,1.1869010925292969,0.2415373107530191
ocean:Pacific,planet:Earth,37.9999885559082,0.6909023951144985,35.37683868408203,0.7102279636019272,48.78035354614258,0.6439553359553359,52.09254837036133,0.60999342999343,30.06494903564453,0.4436967311257596,31.28633499145508,0.4272112751914032,70.36825561523438,0.3441484371088562,71.1668701171875,0.3307245531736715,10.780364990234375,-0.04694705915916253,16.715709686279297,-0.10023453360849721
wash:dirty,fill:empty,49.97711563110352,0.2297999386308236,43.92061996459961,0.2920254581945732,88.03257751464844,0.0347298107298107,74.48846435546875,0.2817794097794098,31.0196533203125,0.299138614229638,33.102149963378906,0.281754078403772,70.41101837158203,0.3147868945727632,70.29161834716797,0.3170407230311223,38.055461883544915,-0.1950701279010129,30.56784439086914,-0.010246048415163411
hand:finger,egg:yolk,20.89852905273437,0.8180280538675456,21.08202362060547,0.8189449258133918,34.20792007446289,0.8132317772317773,34.83536529541016,0.8051599931599933,39.402565002441406,0.4005593142387933,37.89594268798828,0.4103650607683592,60.79679107666016,0.4593543645849964,63.25808334350586,0.4269899105068233,13.30939102172852,-0.004796276635768315,13.753341674804695,-0.01378493265339853
father:mother,mother:father,38.70528030395508,0.3999787925864891,39.068756103515625,0.3929135588686327,56.3890266418457,0.5503685023685024,59.853885650634766,0.4999246999246999,41.450439453125,0.2024261030716059,40.82743835449219,0.2126896150192833,63.65958404541016,0.4145717875319369,64.6675796508789,0.3982625501757632,17.683746337890625,0.15038970978201333,20.78512954711914,0.10701114105606718
life:biography,achievement:trophy,43.537410736083984,0.4638968819022442,40.76226043701172,0.4410575167942688,53.4709587097168,0.6638355158355159,57.16878128051758,0.609914301914302,34.88437271118164,0.3549031146645151,32.56281280517578,0.3620864554365365,78.41039276123047,0.1827220047628712,78.63652801513672,0.1833923879508246,9.933547973632812,0.19993863393327171,16.40652084350586,0.16885678512003316
fragile:unbreakable,lazy:productive,54.70637512207031,0.2533077127750884,55.95427322387695,0.2415241871802794,56.99252700805664,0.5798051918051919,59.74636459350586,0.5436992796992797,30.57430076599121,0.32421396670901,33.89037322998047,0.3027234896602236,78.4184799194336,0.1786147865541321,78.22270965576172,0.1700329472410437,2.286151885986328,0.32649747903010345,3.7920913696289062,0.30217509251900027
acceleration:speed,dim:light,25.73564338684082,0.661296416698138,32.660743713378906,0.590389179283826,29.868133544921875,0.8554868554868555,32.44891357421875,0.8295264735264735,30.5466423034668,0.3800926402764902,31.668699264526367,0.3698980613634543,67.81163024902344,0.3484094584164164,67.61648559570312,0.3516356799115213,4.132490158081055,0.19419043878871756,-0.21183013916015625,0.2391372942426475
fire:hot,villain:evil,62.92171859741211,0.1530819414403589,48.57906723022461,0.2508939836749408,64.21540069580078,0.4592346272346272,60.00833511352539,0.514946638946639,34.14387130737305,0.3775597312344789,32.32345199584961,0.4010555247994415,70.7072525024414,0.3208869310327268,72.08295440673828,0.29782731838392,1.2936820983886719,0.30615268579426835,11.429267883300781,0.26405265527169813
day:evening,good:wrong,41.30447006225586,0.3260858875213147,39.66131210327149,0.3418428527082546,30.426952362060547,0.8492069492069493,28.780710220336918,0.8660576180576182,30.84308242797852,0.1780414220482713,32.513755798339844,0.1623887057827216,75.73290252685547,0.2402748047341735,76.7353744506836,0.223393771703589,-10.877517700195312,0.5231210616856345,-10.880601882934574,0.5242147653493636
road:highway,pain:agony,51.913063049316406,0.2350147092903491,48.86268997192383,0.2701218299744796,66.5997543334961,0.4184172104172105,65.75677490234375,0.4331983331983332,26.139698028564453,0.4104398946853435,27.136011123657227,0.3955746779906386,62.61563873291016,0.4094799970803953,63.31664657592773,0.3986577546687745,14.686691284179688,0.18340250112686138,16.894084930419922,0.16307650322385359
deceased:alive,employed:jobless,41.19357299804688,0.4205929886073631,47.07551574707031,0.3688006760623019,53.8696174621582,0.6024928944928946,59.41115188598633,0.515056115056115,37.50643539428711,0.2082525985340062,33.707550048828125,0.2268748891349378,82.24907684326172,0.1276841280701915,82.04911041259766,0.1307090092811912,12.676044464111321,0.18189990588553145,12.335636138916016,0.14625543899381316
school:students,zoo:animal,36.16421890258789,0.5740078828635515,36.26819610595703,0.5953923228447832,58.286376953125,0.4963048123048123,51.29830551147461,0.5859256419256419,36.94845962524414,0.3998934086071343,34.192020416259766,0.4231297421636282,65.72456359863281,0.3978275456748135,67.67192077636719,0.3690354297238356,22.12215805053711,-0.0777030705587392,15.030109405517578,-0.009466680919141268
sprint:fast,crying:emotional,37.53536224365234,0.4311498459333264,43.24726486206055,0.3608259017978736,51.44295501708984,0.6196871356871356,58.47205352783203,0.522997266997267,24.22138786315918,0.4066847877398977,27.38447570800781,0.3704986102528009,80.7838363647461,0.1471441190702534,81.06492614746094,0.1529180362279184,13.9075927734375,0.18853728975380923,15.224788665771484,0.1621713651993934
slavery:freedom,depression:joy,39.26824188232422,0.3956089209896888,42.86019515991211,0.3657138887458372,42.30794525146485,0.7321238401238401,40.60708618164063,0.7505719505719506,43.00408172607422,0.1407900458909831,43.46232604980469,0.1389823195259839,77.83489990234375,0.2083151339669846,75.94205474853516,0.2372453628207139,3.039703369140632,0.3365149191341513,-2.2531089782714773,0.3848580618261134
sword:knife,ladder:stairs,42.37399673461914,0.2970792956992939,42.825138092041016,0.2905085738032295,54.92154312133789,0.6175302775302777,54.18234634399414,0.6249955809955811,37.80378723144531,0.4064466960780947,37.295536041259766,0.4233857152870761,71.24127960205078,0.3373130328318053,71.62762451171875,0.3286247373892442,12.54754638671875,0.32045098183098375,11.357208251953125,0.3344870071923516
tool:hammer,tool:screwdriver,27.567533493041992,0.7249847292317552,27.56751823425293,0.7249847292317552,38.997291564941406,0.7185789225789226,38.997291564941406,0.7185789225789226,33.065067291259766,0.3795696969306829,33.065067291259766,0.3795696969306829,67.47161102294922,0.4006233451076397,67.47161102294922,0.4005997218395896,11.429758071899414,-0.006405806652832524,11.429773330688477,-0.006405806652832524
girl:woman,baby:adult,36.07929611206055,0.3452205714056831,37.55042266845703,0.3183539435060253,50.38020706176758,0.6733918174119928,48.12220764160156,0.7015995557043544,37.06333541870117,0.186185354939861,37.49685287475586,0.1830038852839862,80.17704010009766,0.1740407800646493,79.44071960449219,0.1868026896925707,14.300910949707031,0.32817124600630976,10.571784973144531,0.3832456121983291
hot:cold,full:empty,44.60487747192383,0.3049077996074661,46.7453727722168,0.2936000102997219,77.2997055053711,0.2819078099078099,76.0537109375,0.3062855462855463,35.19160079956055,0.262625563623671,34.99650192260742,0.266939287430906,79.5250244140625,0.192066239380578,78.83893585205078,0.1945695299076044,32.694828033447266,-0.02299998969965622,29.308338165283203,0.012685535985824392
freezing:warm,gigantic:short,45.93132019042969,0.2371906149506185,48.46238708496094,0.2177171667753859,56.98353958129883,0.5473323673323673,62.47792816162109,0.4586048306048306,40.01467514038086,0.2657932645540793,40.44065856933594,0.2597757950813106,85.5450439453125,0.0509053417604445,84.79682159423828,0.0662411863998839,11.05221939086914,0.31014175238174885,14.01554107666015,0.24088766382944468
heart:beat,fire:burn,27.552143096923828,0.7101969392659732,26.62626075744629,0.7124990880454561,51.71284484863281,0.5613397893397895,45.41260147094727,0.6610050250050251,28.388748168945312,0.4062267540998615,30.02985572814941,0.387184696186814,75.81314086914062,0.2498303305454403,76.2837905883789,0.2407333805442385,24.160701751708984,-0.1488571499261837,18.786340713500984,-0.051494063040431026
army:soldiers,library:books,30.86508560180664,0.6671508072407045,31.684814453125,0.6646107456140351,56.1976318359375,0.5635490755490756,55.55062484741211,0.5772536532536533,33.565521240234375,0.45808317168492,31.99264144897461,0.4730399414632472,65.7669677734375,0.4151808547023625,65.70513916015625,0.4167776776192813,25.33254623413086,-0.1036017316916289,23.86581039428711,-0.0873570923603818
discipline:abuse,discard:litter,45.22825622558594,0.2915357743674254,43.951446533203125,0.3076158575662902,57.16705703735352,0.552917040917041,56.92842102050781,0.5550373350373351,39.29660034179688,0.196304384677447,40.33514022827149,0.1985792642279214,76.62239837646484,0.2131300895430067,76.86829376220703,0.2111430869929053,11.938800811767585,0.2613812665496156,12.976974487304688,0.24742147747104493
snacks:chips,cutlery:forks,34.61309051513672,0.6288734822215356,36.02168273925781,0.6105900453187764,45.52206039428711,0.6555060075060075,46.422813415527344,0.6452149892149892,39.53112030029297,0.4944579985923713,36.97501373291016,0.5134754694956569,68.02661895751953,0.3289004846318036,68.96770477294922,0.3112300709492657,10.90896987915039,0.02663252528447191,10.401130676269531,0.034624943896212845
fruit:apple,furniture:chair,29.680105209350582,0.6435188463453153,29.730655670166016,0.648245900138474,35.127052307128906,0.8151695631695632,34.83495330810547,0.8204633324633325,38.90873718261719,0.3640248952861606,40.12627029418945,0.3522366311040157,77.7580337524414,0.2012869550698468,77.57972717285156,0.2043796691036713,5.446947097778324,0.17165071682424793,5.104297637939453,0.17221743232485842
hotel:lobby,hill:top,27.109846115112305,0.6782676225380804,29.909433364868164,0.6522519733981071,42.92301559448242,0.6852565332565334,44.21111679077149,0.6610541410541411,40.18146514892578,0.3692056911685606,38.763580322265625,0.3792219919089962,86.30512237548828,0.0260853584256246,86.27117156982422,0.0284327024194487,15.813169479370117,0.006988910718452979,14.301683425903327,0.008802167656033921
