Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
tool:hammer::tool:screwdriver,screwdriver,"[('hammer', 1.0000001192092896), ('spear', 0.9175503253936768), ('tool', 0.9068610668182373), ('screwdriver', 0.8864660859107971), ('forks', 0.8786932229995728), ('ladder', 0.862957775592804), ('sword', 0.8569257259368896), ('knife', 0.8412995934486389), ('elastic', 0.8222188949584961), ('spinner', 0.8159470558166504)]",4,0.886466086
library:books::bird:feathers,feathers,"[('bird', 0.8928702473640442), ('small', 0.8111111521720886), ('robin', 0.8103844523429871), ('feathers', 0.7951847314834595), ('animal', 0.7905397415161133), ('botany', 0.7740916013717651), ('short', 0.7666676044464111), ('fruit', 0.7496538758277893), ('warm', 0.7482091188430786), ('plants', 0.7468298077583313)]",4,0.795184731
tired:exhaustion::morose:sadness,sadness,"[('morose', 0.9575068354606628), ('evil', 0.8774479031562805), ('deceased', 0.8633661270141602), ('sadness', 0.8472873568534851), ('fear', 0.8456727266311646), ('skin', 0.8449488282203674), ('coward', 0.8287251591682434), ('damaged', 0.8262313604354858), ('nod', 0.8221123218536377), ('fall', 0.8206689357757568)]",4,0.847287357
life:biography::achievement:trophy,trophy,"[('biography', 0.8308130502700806), ('agreement', 0.7594509124755859), ('achievement', 0.7575565576553345), ('trophy', 0.7249247431755066), ('performance', 0.6839771866798401), ('backward', 0.6838343143463135), ('forward', 0.674136221408844), ('attract', 0.6673015356063843), ('sprint', 0.6644728779792786), ('productive', 0.6630305051803589)]",4,0.724924743
omelette:eggs::ocean:water,water,"[('ocean', 0.8710801005363464), ('day', 0.8054313063621521), ('rainbow', 0.800212025642395), ('water', 0.7970858216285706), ('light', 0.7919436097145081), ('warm', 0.7906747460365295), ('evening', 0.7750361561775208), ('Earth', 0.771872341632843), ('freezing', 0.769132673740387), ('freedom', 0.7664205431938171)]",4,0.797085822
spinner:yarn::weaver:cloth,cloth,"[('weaver', 0.8813216686248779), ('yarn', 0.8451754450798035), ('stitching', 0.7616972923278809), ('elastic', 0.748204231262207), ('sewing', 0.7476568818092346), ('cloth', 0.735011875629425), ('widow', 0.7152657508850098), ('hunger', 0.7127932906150818), ('feathers', 0.7101221680641174), ('warm', 0.7023526430130005)]",6,0.735011876
sword:knife::ladder:stairs,stairs,"[('ladder', 0.8886642456054688), ('tool', 0.7947024703025818), ('hammer', 0.7734192609786987), ('forks', 0.7629421949386597), ('chair', 0.7615702748298645), ('knife', 0.7580931186676025), ('stairs', 0.7387614250183105), ('screwdriver', 0.727861762046814), ('cutlery', 0.7269964814186096), ('clean', 0.7259165048599243)]",7,0.738761425
library:books::school:student,student,"[('school', 0.8758206963539124), ('teach', 0.8246020674705505), ('book', 0.8172249794006348), ('books', 0.8137138485908508), ('raise', 0.8043621778488159), ('students', 0.8029302358627319), ('student', 0.7955319285392761), ('short', 0.7928435802459717), ('educated', 0.7880834937095642), ('elevate', 0.7738939523696899)]",7,0.795531929
millionaire:wealth::coward:fear,fear,"[('coward', 0.9268823266029358), ('short', 0.9081329107284546), ('raise', 0.8985026478767395), ('elevate', 0.8930754065513611), ('backward', 0.8872668147087097), ('forward', 0.8837875723838806), ('unstable', 0.8810569643974304), ('fear', 0.8788646459579468), ('small', 0.8772239685058594), ('finger', 0.8727172613143921)]",8,0.878864646
father:mother::mother:father,father,"[('mother', 0.9510299563407898), ('baby', 0.8587116003036499), ('child', 0.8349645733833313), ('adult', 0.8015294075012207), ('kid', 0.7990816831588745), ('abuse', 0.7889940738677979), ('woman', 0.7826083302497864), ('father', 0.7803728580474854), ('face', 0.7789140343666077), ('small', 0.761907696723938)]",8,0.780372858
girl:woman::baby:adult,adult,"[('baby', 0.9432574510574341), ('child', 0.8888874650001526), ('mother', 0.883709728717804), ('kid', 0.8406605124473572), ('crying', 0.8213931918144226), ('small', 0.8208811283111572), ('father', 0.8175210952758789), ('laugh', 0.8129591941833496), ('adult', 0.8082026243209839), ('raise', 0.7944905757904053)]",9,0.808202624
wash:clean::teach:educated,educated,"[('teach', 0.9002513289451599), ('students', 0.8147478699684143), ('student', 0.8131833076477051), ('attract', 0.803075909614563), ('short', 0.8026696443557739), ('productive', 0.799924373626709), ('backward', 0.7989791035652161), ('raise', 0.7942751049995422), ('books', 0.7902068495750427), ('educated', 0.78874671459198)]",10,0.788746715
hot:cold::big:small,small,"[('cold', 0.9100578427314758), ('freezing', 0.8798297047615051), ('exhaustion', 0.7828714847564697), ('dirty', 0.7811586856842041), ('big', 0.7808067202568054), ('tired', 0.7783535718917847), ('warm', 0.7769362330436707), ('lazy', 0.7739683389663696), ('jobless', 0.7693911790847778), ('small', 0.7678846716880798)]",10,0.767884672
slavery:freedom::depression:joy,joy,"[('emotional', 0.8661382794380188), ('freedom', 0.8504968881607056), ('happiness', 0.8481016755104065), ('depression', 0.8467679023742676), ('life', 0.8341248631477356), ('exhaustion', 0.8164169192314148), ('abuse', 0.7965641021728516), ('fear', 0.7813928127288818), ('succeed', 0.7803596258163452), ('tired', 0.7783542275428772)]",11,0.774191141
sprint:fast::crying:emotional,emotional,"[('crying', 0.9389297366142273), ('laugh', 0.8536159992218018), ('child', 0.8485856652259827), ('coward', 0.8469244241714478), ('abuse', 0.8403496742248535), ('sadness', 0.8338057398796082), ('fear', 0.8322002291679382), ('tired', 0.8286938667297363), ('lazy', 0.8217154145240784), ('exhaustion', 0.8203356862068176)]",12,0.792977452
fragile:damaged::elastic:stretched,stretched,"[('elastic', 0.7896580696105957), ('damaged', 0.7577480673789978), ('spinner', 0.7491705417633057), ('stitching', 0.7426235675811768), ('sewing', 0.7196187376976013), ('yarn', 0.7193331718444824), ('feathers', 0.7153586745262146), ('cloth', 0.7043235301971436), ('forks', 0.7003059983253479), ('dim', 0.6947529911994934)]",12,0.689943552
freezing:warm::gigantic:short,short,"[('gigantic', 0.8611093759536743), ('agony', 0.7526493072509766), ('warm', 0.742143988609314), ('dim', 0.7337603569030762), ('nod', 0.7234592437744141), ('day', 0.7221940755844116), ('life', 0.7217426300048828), ('light', 0.7187898755073547), ('evening', 0.7150202393531799), ('evil', 0.714967668056488)]",13,0.695520163
hunger:starvation::sadness:depression,depression,"[('sadness', 0.953689455986023), ('fear', 0.8758066892623901), ('morose', 0.8712112307548523), ('coward', 0.8623727560043335), ('abuse', 0.8475469350814819), ('deceased', 0.8419780135154724), ('emotional', 0.8317739367485046), ('evil', 0.8305490016937256), ('crying', 0.8264459371566772), ('fall', 0.8252871036529541)]",14,0.800232053
fire:hot::villain:evil,evil,"[('villain', 0.6390198469161987), ('hot', 0.6132763028144836), ('girl', 0.5458032488822937), ('movie', 0.5308610200881958), ('makeup', 0.5113998055458069), ('face', 0.49570077657699585), ('adult', 0.488530695438385), ('woman', 0.48813799023628235), ('bottom', 0.4818001091480255), ('gigantic', 0.47639429569244385)]",14,0.455207407
script:movie::choreography:performance,performance,"[('choreography', 0.8074453473091125), ('movie', 0.6780068874359131), ('stretched', 0.6004217863082886), ('big', 0.597933828830719), ('adult', 0.5844702124595642), ('fall', 0.5786385536193848), ('mask', 0.5656284689903259), ('life', 0.5620166063308716), ('villain', 0.5618528127670288), ('hot', 0.560499370098114)]",15,0.549822032
deceased:alive::employed:jobless,jobless,"[('employed', 0.9141230583190918), ('alive', 0.8081144690513611), ('performance', 0.7869007587432861), ('forward', 0.7848961353302002), ('productive', 0.7832029461860657), ('achievement', 0.7816458344459534), ('attract', 0.7812400460243225), ('succeed', 0.7749449014663696), ('raise', 0.7741283774375916), ('backward', 0.7707059383392334)]",17,0.73922652
fire:cold::rainbow:monochromatic,monochromatic,"[('rainbow', 0.8148181438446045), ('cold', 0.8038696646690369), ('freezing', 0.7622163891792297), ('day', 0.7533373236656189), ('happiness', 0.7511721849441528), ('life', 0.740138053894043), ('emotional', 0.7352096438407898), ('small', 0.7316754460334778), ('warm', 0.731437623500824), ('exhaustion', 0.717196524143219)]",19,0.701804876
forward:backward::top:bottom,bottom,"[('top', 0.924961507320404), ('hill', 0.8660644888877869), ('forks', 0.7868955731391907), ('day', 0.7863221764564514), ('highway', 0.7836796045303345), ('warm', 0.7733479142189026), ('road', 0.7665815949440002), ('hotel', 0.7650197148323059), ('small', 0.7618211507797241), ('zoo', 0.7588521242141724)]",21,0.722650111
wash:dirty::fill:empty,empty,"[('fill', 0.8185327053070068), ('dirty', 0.774321436882019), ('damaged', 0.7643629312515259), ('unstable', 0.6990118622779846), ('big', 0.6904147267341614), ('litter', 0.677049994468689), ('burn', 0.6768990755081177), ('forks', 0.6764318943023682), ('morose', 0.6699346303939819), ('full', 0.6670565009117126)]",23,0.643093586
day:evening::good:wrong,wrong,"[('good', 0.9496740698814392), ('joy', 0.8241922855377197), ('life', 0.7948537468910217), ('happiness', 0.7948133945465088), ('alive', 0.7940729856491089), ('evening', 0.7934461832046509), ('forward', 0.7926629781723022), ('heart', 0.7906501889228821), ('short', 0.7869488596916199), ('seconds', 0.781075656414032)]",26,0.751212537
discipline:abuse::discard:litter,litter,"[('abuse', 0.8674106001853943), ('fear', 0.8187657594680786), ('sadness', 0.8130524158477783), ('crying', 0.8051692247390747), ('deceased', 0.7925001382827759), ('morose', 0.7895466685295105), ('damaged', 0.7836002707481384), ('coward', 0.7751603722572327), ('child', 0.7734062671661377), ('dirty', 0.772424042224884)]",38,0.704283893
hot:cold::full:empty,empty,"[('cold', 0.9055011868476868), ('freezing', 0.8813149333000183), ('full', 0.8314484357833862), ('exhaustion', 0.8016982674598694), ('tired', 0.7865304350852966), ('warm', 0.7808917760848999), ('water', 0.7762963175773621), ('burn', 0.7748876810073853), ('pain', 0.7735929489135742), ('dirty', 0.7723122239112854)]",58,0.712765157
fragile:unbreakable::lazy:productive,productive,"[('unbreakable', 0.7835507988929749), ('lazy', 0.7318382859230042), ('movie', 0.7201423048973083), ('fear', 0.7095386385917664), ('sadness', 0.6977275013923645), ('villain', 0.6883272528648376), ('tired', 0.6756312251091003), ('evil', 0.6738852262496948), ('morose', 0.6675622463226318), ('coward', 0.6665793061256409)]",70,0.577766716
fail:succeed::attract:repel,repel,"[('attract', 0.9157691597938538), ('succeed', 0.9155834913253784), ('achievement', 0.8776549100875854), ('productive', 0.8760271668434143), ('performance', 0.8672110438346863), ('forward', 0.8438302278518677), ('teach', 0.8273074626922607), ('discipline', 0.8266278505325317), ('raise', 0.8264822959899902), ('backward', 0.8253446221351624)]",90,0.674775839
retiree:job::widow:husband,husband,"[('job', 0.8671175837516785), ('widow', 0.8353337049484253), ('student', 0.7976672649383545), ('jobless', 0.7933418154716492), ('tired', 0.7833033204078674), ('exhaustion', 0.7694891095161438), ('students', 0.7658559679985046), ('abuse', 0.7601433992385864), ('fear', 0.7596471309661865), ('productive', 0.7525824308395386)]",152,0.56871891
road:highway::pain:agony,agony,"[('pain', 0.9419395327568054), ('exhaustion', 0.8418369293212891), ('tired', 0.8251973986625671), ('stretched', 0.8239047527313232), ('finger', 0.8147011399269104), ('hand', 0.8121663928031921), ('pimple', 0.8107878565788269), ('burn', 0.8091434240341187), ('lazy', 0.8075742721557617), ('consume', 0.8023155927658081)]",167,0.616856456
