pair1,pair2,cos_image_before_normalization,rho_image_before_normalization,cos_image_after_normalization,rho_image_after_normalization,resnet_cos_image_before_normalization,resnet_rho_image_before_normalization,resnet_cos_image_after_normalization,resnet_rho_image_after_normalization,cos_text_before_normalization,rho_text_before_normalization,cos_text_after_normalization,rho_text_after_normalization,w2v_cos_text_before_normalization,w2v_rho_text_before_normalization,w2v_cos_text_after_normalization,w2v_rho_text_after_normalization,cos_sim_init_CLIP,cos_sim_init_W2V
laugh:happiness,nod:agreement,56.88808059692383,0.1596283445485861,52.477783203125,0.17736344643000196,56.85245132446289,0.5435485235485237,56.47005081176758,0.5515615555615556,33.30144119262695,0.10551913101818473,35.332889556884766,0.08460175481511999,85.79481506347656,0.020921978171776257,85.59163665771484,0.026145713898879628,0.8357935547828674,0.07332854717969894
retiree:job,widow:husband,55.33906555175781,0.13867368549799156,58.912315368652344,0.09262364673098271,42.99897384643555,0.7416884856884857,50.8470344543457,0.6261705501705502,38.49468231201172,0.2581094216706149,38.93537139892578,0.2612030039425046,73.58057403564453,0.2958626838449977,70.45670318603516,0.34540479110592176,0.7826659083366394,0.2826666831970215
unstable:fall,fragile:break,39.73169708251953,0.4459602559480894,40.687782287597656,0.45426100925830565,58.30575942993164,0.5151403071403072,59.006805419921875,0.5036454116454118,49.07649612426758,0.23152729300078675,42.900394439697266,0.25432230690882457,75.01139068603516,0.2500906958663112,73.40469360351562,0.26950731605437117,0.6550508141517639,0.2586269974708557
harvesting:farming,stitching:sewing,26.274232864379883,0.6095639176422792,26.11347007751465,0.6111644872741213,49.84938049316406,0.6595680595680596,50.59379196166992,0.650988554988555,31.797372817993164,0.5959318959499205,31.01933479309082,0.6061268324921893,60.14974594116211,0.498237693050462,60.69517135620117,0.49176936923003506,0.8499168753623962,0.4977349042892456
botany:plants,mathematics:numbers,29.964378356933594,0.5500252665053044,32.88028335571289,0.5239345152264222,44.45351028442383,0.7145995385995386,45.523433685302734,0.7013758853758855,28.841949462890625,0.4590604829711264,30.875017166137695,0.43472309841384277,80.10831451416016,0.14599281277290532,80.06513214111328,0.14374328323298546,0.875953733921051,0.17178618907928467
millionaire:wealth,coward:fear,27.75269889831543,0.5568280003662124,27.377487182617188,0.5650646486364312,39.43927764892578,0.79001473001473,38.9328727722168,0.7951065631065631,29.893327713012695,0.2898566157116536,30.747329711914062,0.28199377939712295,75.81146240234375,0.24077290177230323,76.19493865966797,0.2325278909981455,0.8669548034667969,0.24511350691318512
library:books,school:student,37.29446792602539,0.37188996678339686,39.19684600830078,0.34092615957702477,54.40892791748047,0.5878518718518718,52.316986083984375,0.6208322008322008,27.277849197387695,0.3256724681280828,30.221189498901367,0.2562405407067898,72.08293151855469,0.33371293191581547,69.42051696777344,0.3691839993264858,0.888794481754303,0.3076401352882385
consume:edible,eat:edible,15.706124305725098,0.8946045192890903,14.75399112701416,0.9035296932399492,19.31268882751465,0.9242856602856603,16.576313018798828,0.9441099081099081,24.284772872924805,0.7519142998764032,23.959518432617188,0.7608373280518649,37.88893127441406,0.745517706067039,38.653743743896484,0.7361045616337845,0.9115126132965088,0.7892027497291565
hot:cold,big:small,39.835670471191406,0.44074307129124185,41.292579650878906,0.4370028953662695,82.13325500488281,0.12963366963366965,72.91482543945312,0.27816949416949416,29.62723731994629,0.41311800119591213,28.7019100189209,0.4219116569963722,69.7362289428711,0.3355386295934767,67.38555145263672,0.3674691084250227,0.8692600131034851,0.346342533826828
omelette:eggs,ocean:water,37.147281646728516,0.44619360902255634,38.3398551940918,0.43522154415719666,56.348087310791016,0.5668330708330709,53.94188690185547,0.6038793758793759,38.04408264160156,0.3548509007965118,39.09280014038086,0.3487768364976368,68.37316131591797,0.3361659417717169,66.56723022460938,0.36510709751634185,0.7875368595123291,0.3685600757598877
mask:face,makeup:blemish,42.11386489868164,0.4735972172154129,41.98731231689453,0.4744498947139538,28.592021942138672,0.8511753591753592,31.6415958404541,0.8223969063969065,36.18183898925781,0.25899616335358944,38.0038948059082,0.24116780964969503,81.12308502197266,0.15656131473857884,80.31310272216797,0.16624788135469812,0.8071475028991699,0.15431229770183563
forward:backward,top:bottom,43.72625732421875,0.3730910645620901,38.25122833251953,0.4086822364129502,74.61548614501953,0.2988024228024228,78.50009155273438,0.22833066033066032,30.374422073364258,0.46785950321008,30.668127059936523,0.4620429319588926,71.14152526855469,0.32378665464520967,69.39432525634766,0.35246915590283345,0.8627395033836365,0.32323169708251953
fragile:damaged,elastic:stretched,46.37435531616211,0.27897145474988844,43.54941940307617,0.29868987894965726,53.07307434082031,0.6225745425745426,50.10053634643555,0.6572750252750252,35.1868782043457,0.34062834383332763,36.2659797668457,0.33564594276787857,72.53640747070312,0.2850011150216649,73.71330261230469,0.26856724564993745,0.8172768950462341,0.30009979009628296
arrhythmia:heartbeat,pimple:skin,28.47120475769043,0.5713746588217119,32.12124252319336,0.5467724498174661,41.42481994628906,0.7381724221724223,44.13795852661133,0.7033899793899794,38.79469299316406,0.3124754129902382,37.90278625488281,0.3184223400968174,73.78438568115234,0.274683789317002,71.44558715820312,0.31264556478375916,0.7793959975242615,0.27925288677215576
library:book,casino:cards,31.681238174438477,0.5664512665796912,33.92757797241211,0.5544863335564939,34.950660705566406,0.8266700746700748,34.83807373046875,0.8280260880260881,36.227691650390625,0.33286108393128944,37.629127502441406,0.32578628363145307,79.905029296875,0.19577119759770786,80.0163345336914,0.1899109752739166,0.8066747784614563,0.17528033256530762
script:movie,choreography:performance,56.645206451416016,0.30766842906352637,55.867286682128906,0.3069747177590094,49.159297943115234,0.660988236988237,57.0541877746582,0.5485120285120285,34.86143112182617,0.31656400919536287,35.097015380859375,0.3215986241288152,77.50499725341797,0.21065261042074399,78.43114471435547,0.19886333648806062,0.8205368518829346,0.21635442972183228
ocean:Pacific,planet:Earth,37.9999885559082,0.6909023951144985,35.37683868408203,0.7102279636019272,48.78035354614258,0.6439553359553359,52.09254837036133,0.60999342999343,30.06494903564453,0.44369673112575964,31.286334991455078,0.4272112751914032,70.36825561523438,0.3441484371088562,71.1668701171875,0.33072455317367155,0.865458071231842,0.3359734117984772
wash:dirty,fill:empty,49.977115631103516,0.22979993863082362,43.92061996459961,0.2920254581945732,88.03257751464844,0.03472981072981073,74.48846435546875,0.2817794097794098,31.0196533203125,0.299138614229638,33.102149963378906,0.281754078403772,70.41101837158203,0.3147868945727632,70.29161834716797,0.3170407230311223,0.8569905757904053,0.33527037501335144
hand:finger,egg:yolk,20.898529052734375,0.8180280538675456,21.08202362060547,0.8189449258133918,34.20792007446289,0.8132317772317773,34.835365295410156,0.8051599931599933,39.402565002441406,0.4005593142387933,37.89594268798828,0.4103650607683592,60.796791076660156,0.4593543645849964,63.25808334350586,0.42698991050682333,0.7727051377296448,0.48790857195854187
father:mother,mother:father,38.70528030395508,0.3999787925864891,39.068756103515625,0.3929135588686327,56.3890266418457,0.5503685023685024,59.853885650634766,0.4999246999246999,41.450439453125,0.20242610307160594,40.82743835449219,0.21268961501928335,63.659584045410156,0.41457178753193696,64.6675796508789,0.3982625501757632,0.7495285868644714,0.4437035024166107
life:biography,achievement:trophy,43.537410736083984,0.4638968819022442,40.76226043701172,0.44105751679426886,53.4709587097168,0.6638355158355159,57.16878128051758,0.609914301914302,34.88437271118164,0.35490311466451513,32.56281280517578,0.36208645543653656,78.41039276123047,0.18272200476287123,78.63652801513672,0.18339238795082466,0.8203079104423523,0.20090025663375854
fragile:unbreakable,lazy:productive,54.70637512207031,0.2533077127750884,55.95427322387695,0.24152418718027943,56.99252700805664,0.5798051918051919,59.74636459350586,0.5436992796992797,30.57430076599121,0.32421396670901,33.89037322998047,0.3027234896602236,78.4184799194336,0.17861478655413218,78.22270965576172,0.17003294724104373,0.8609702587127686,0.20076197385787964
acceleration:speed,dim:light,25.73564338684082,0.661296416698138,32.660743713378906,0.590389179283826,29.868133544921875,0.8554868554868555,32.44891357421875,0.8295264735264735,30.546642303466797,0.38009264027649026,31.668699264526367,0.3698980613634543,67.81163024902344,0.34840945841641646,67.61648559570312,0.3516356799115213,0.8612157106399536,0.3776529133319855
fire:hot,villain:evil,62.92171859741211,0.1530819414403589,48.57906723022461,0.2508939836749408,64.21540069580078,0.45923462723462727,60.00833511352539,0.514946638946639,34.14387130737305,0.3775597312344789,32.32345199584961,0.4010555247994415,70.7072525024414,0.32088693103272686,72.08295440673828,0.29782731838392,0.8276308178901672,0.3303949534893036
day:evening,good:wrong,41.30447006225586,0.3260858875213147,39.661312103271484,0.34184285270825465,30.426952362060547,0.8492069492069493,28.780710220336914,0.8660576180576182,30.843082427978516,0.17804142204827136,32.513755798339844,0.16238870578272163,75.73290252685547,0.24027480473417356,76.7353744506836,0.223393771703589,0.858574628829956,0.2464424967765808
road:highway,pain:agony,51.913063049316406,0.23501470929034918,48.86268997192383,0.2701218299744796,66.5997543334961,0.4184172104172105,65.75677490234375,0.43319833319833323,26.139698028564453,0.4104398946853435,27.136011123657227,0.39557467799063867,62.615638732910156,0.40947999708039534,63.316646575927734,0.39865775466877457,0.8977225422859192,0.45995745062828064
deceased:alive,employed:jobless,41.193572998046875,0.42059298860736316,47.07551574707031,0.3688006760623019,53.8696174621582,0.6024928944928946,59.41115188598633,0.515056115056115,37.50643539428711,0.20825259853400624,33.707550048828125,0.2268748891349378,82.24907684326172,0.12768412807019153,82.04911041259766,0.1307090092811912,0.7932849526405334,0.13486692309379578
school:students,zoo:animal,36.16421890258789,0.5740078828635515,36.26819610595703,0.5953923228447832,58.286376953125,0.4963048123048123,51.29830551147461,0.5859256419256419,36.94845962524414,0.3998934086071343,34.192020416259766,0.4231297421636282,65.72456359863281,0.39782754567481354,67.67192077636719,0.36903542972383563,0.7991765737533569,0.4111236333847046
sprint:fast,crying:emotional,37.535362243652344,0.43114984593332645,43.24726486206055,0.36082590179787366,51.442955017089844,0.6196871356871356,58.47205352783203,0.522997266997267,24.22138786315918,0.4066847877398977,27.384475708007812,0.37049861025280095,80.7838363647461,0.14714411907025346,81.06492614746094,0.15291803622791844,0.9119670391082764,0.160159632563591
slavery:freedom,depression:joy,39.26824188232422,0.3956089209896888,42.86019515991211,0.3657138887458372,42.307945251464844,0.7321238401238401,40.607086181640625,0.7505719505719506,43.00408172607422,0.14079004589098318,43.46232604980469,0.13898231952598392,77.83489990234375,0.20831513396698467,75.94205474853516,0.23724536282071396,0.7313051223754883,0.2107294350862503
sword:knife,ladder:stairs,42.37399673461914,0.2970792956992939,42.825138092041016,0.29050857380322953,54.92154312133789,0.6175302775302777,54.18234634399414,0.6249955809955811,37.80378723144531,0.40644669607809475,37.295536041259766,0.4233857152870761,71.24127960205078,0.3373130328318053,71.62762451171875,0.3286247373892442,0.7901145219802856,0.32158365845680237
tool:hammer,tool:screwdriver,27.567533493041992,0.7249847292317552,27.56751823425293,0.7249847292317552,38.997291564941406,0.7185789225789226,38.997291564941406,0.7185789225789226,33.065067291259766,0.3795696969306829,33.065067291259766,0.3795696969306829,67.47161102294922,0.40062334510763975,67.47161102294922,0.4005997218395896,0.8380514979362488,0.3831412196159363
girl:woman,baby:adult,36.07929611206055,0.34522057140568313,37.55042266845703,0.31835394350602536,50.38020706176758,0.6733918174119928,48.12220764160156,0.7015995557043544,37.06333541870117,0.18618535493986108,37.49685287475586,0.18300388528398623,80.17704010009766,0.17404078006464935,79.44071960449219,0.18680268969257077,0.7979697585105896,0.1706043779850006
hot:cold,full:empty,44.60487747192383,0.30490779960746617,46.7453727722168,0.29360001029972194,77.2997055053711,0.2819078099078099,76.0537109375,0.3062855462855463,35.19160079956055,0.262625563623671,34.99650192260742,0.26693928743090606,79.5250244140625,0.19206623938057807,78.83893585205078,0.19456952990760443,0.8172293901443481,0.1818060278892517
freezing:warm,gigantic:short,45.93132019042969,0.23719061495061858,48.46238708496094,0.21771716677538594,56.98353958129883,0.5473323673323673,62.477928161621094,0.45860483060483065,40.01467514038086,0.2657932645540793,40.44065856933594,0.2597757950813106,85.5450439453125,0.05090534176044454,84.79682159423828,0.0662411863998839,0.7658798098564148,0.07767526805400848
heart:beat,fire:burn,27.552143096923828,0.7101969392659732,26.62626075744629,0.7124990880454561,51.71284484863281,0.5613397893397895,45.412601470947266,0.6610050250050251,28.388748168945312,0.40622675409986153,30.029855728149414,0.38718469618681406,75.81314086914062,0.2498303305454403,76.2837905883789,0.2407333805442385,0.8797419667243958,0.2450850009918213
army:soldiers,library:books,30.86508560180664,0.6671508072407045,31.684814453125,0.6646107456140351,56.1976318359375,0.5635490755490756,55.55062484741211,0.5772536532536533,33.565521240234375,0.45808317168492,31.99264144897461,0.4730399414632472,65.7669677734375,0.4151808547023625,65.70513916015625,0.41677767761928136,0.8332540988922119,0.4104487895965576
discipline:abuse,discard:litter,45.22825622558594,0.29153577436742545,43.951446533203125,0.3076158575662902,57.167057037353516,0.552917040917041,56.92842102050781,0.5550373350373351,39.296600341796875,0.19630438467744704,40.335140228271484,0.1985792642279214,76.62239837646484,0.21313008954300677,76.86829376220703,0.21114308699290535,0.7738777995109558,0.2313675880432129
snacks:chips,cutlery:forks,34.61309051513672,0.6288734822215356,36.02168273925781,0.6105900453187764,45.52206039428711,0.6555060075060075,46.422813415527344,0.6452149892149892,39.53112030029297,0.4944579985923713,36.975013732910156,0.5134754694956569,68.02661895751953,0.32890048463180366,68.96770477294922,0.3112300709492657,0.771278977394104,0.3741757571697235
fruit:apple,furniture:chair,29.680105209350586,0.6435188463453153,29.730655670166016,0.648245900138474,35.127052307128906,0.8151695631695632,34.83495330810547,0.8204633324633325,38.90873718261719,0.3640248952861606,40.12627029418945,0.35223663110401576,77.7580337524414,0.20128695506984684,77.57972717285156,0.20437966910367136,0.7781473994255066,0.21204064786434174
hotel:lobby,hill:top,27.109846115112305,0.6782676225380804,29.909433364868164,0.6522519733981071,42.92301559448242,0.6852565332565334,44.211116790771484,0.6610541410541411,40.18146514892578,0.36920569116856067,38.763580322265625,0.3792219919089962,86.30512237548828,0.0260853584256246,86.27117156982422,0.028432702419448782,0.7640048265457153,0.06444314122200012
