Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
"""laugh:happiness""::""cigarette:smoke""","smoke""","[('smoke""', 0.8681486248970032), ('""happiness', 0.867491602897644), ('medicate""', 0.8620185256004333), ('medicine""', 0.8603577017784119), ('happy""', 0.8560794591903687), ('stress""', 0.8530241250991821), ('life""', 0.8518547415733337), ('sweet""', 0.8514110445976257), ('""medicine', 0.8503274321556091), ('medication""', 0.8497317433357239)]",1,0.868148625
"""laugh:happiness""::""supermarket:groceries""","groceries""","[('groceries""', 0.8538843393325806), ('""happiness', 0.8347238302230835), ('shopping""', 0.8345244526863098), ('shops""', 0.8302392363548279), ('shopper""', 0.8258067965507507), ('""store', 0.822526752948761), ('splurge""', 0.82207852602005), ('""shopkeeper', 0.8213560581207275), ('happy""', 0.8192077279090881), ('sweetness""', 0.8183345794677734)]",1,0.853884339
"""laugh:happiness""::""dairy:milk""","milk""","[('milk""', 0.8775092959403992), ('""happiness', 0.8732321858406067), ('""milk', 0.863852858543396), ('""sweetness', 0.8618772625923157), ('sweetness""', 0.8604846000671387), ('nicely""', 0.8582924604415894), ('happy""', 0.8580175042152405), ('delicious""', 0.8568257093429565), ('dirtied""', 0.8559154272079468), ('sweet""', 0.855476438999176)]",1,0.877509296
"""laugh:happiness""::""pharmacy:medicine""","medicine""","[('medicine""', 0.8508891463279724), ('""pharmacology', 0.846193790435791), ('""medicine', 0.8357970118522644), ('""happiness', 0.8336151242256165), ('medication""', 0.8291634321212769), ('wellness""', 0.8284139633178711), ('therapy""', 0.8197116255760193), ('university""', 0.8166475296020508), ('happy""', 0.8147537708282471), ('heaven""', 0.8119139075279236)]",1,0.850889146
"""laugh:happiness""::""mall:shopping""","shopping""","[('shopping""', 0.884699285030365), ('""happiness', 0.8744143843650818), ('shops""', 0.8707683682441711), ('happy""', 0.8678138256072998), ('holidays""', 0.8620249629020691), ('splurge""', 0.858712375164032), ('love""', 0.8580862283706665), ('life""', 0.8564016819000244), ('beautiful""', 0.8545109629631042), ('""happy', 0.8543533086776733)]",1,0.884699285
"""laugh:happiness""::""pool:swimming""","swimming""","[('swimming""', 0.8472460508346558), ('""happiness', 0.8470585346221924), ('""swimming', 0.8428491353988647), ('happy""', 0.842671811580658), ('swim""', 0.8331839442253113), ('beautiful""', 0.8329232335090637), ('sweet""', 0.8323105573654175), ('loving""', 0.8317110538482666), ('holidays""', 0.8313761949539185), ('enjoy""', 0.8312717080116272)]",1,0.847246051
"""laugh:happiness""::""bracelet:wrist""","wrist""","[('wrist""', 0.841991662979126), ('""happiness', 0.8338869214057922), ('""jewelry', 0.819189190864563), ('beautiful""', 0.8170236945152283), ('sweetness""', 0.8140887022018433), ('hope""', 0.8140718936920166), ('happy""', 0.8134208917617798), ('love""', 0.8121801614761353), ('sweet""', 0.8112275004386902), ('""sweetness', 0.8103659749031067)]",1,0.841991663
"""crown:royalty""::""spectacles:glasses""","glasses""","[('glasses""', 0.8512043356895447), ('intellectual""', 0.8182571530342102), ('""sunglasses', 0.8180280923843384), ('magnanimous""', 0.8180132508277893), ('hyperventilate""', 0.8171996474266052), ('""perplexed', 0.8122291564941406), ('nicely""', 0.8111296892166138), ('""magnanimous', 0.8099159002304077), ('appease""', 0.8072714805603027), ('joyfully""', 0.8070974946022034)]",1,0.851204336
"""crown:royalty""::""grieving:mourning""","mourning""","[('mourning""', 0.8953846096992493), ('""grief', 0.885087788105011), ('""perplexing', 0.8847661018371582), ('somber""', 0.8824957013130188), ('grief""', 0.8808315992355347), ('sigh""', 0.879654049873352), ('""deceased', 0.8795548677444458), ('hindering""', 0.8791983723640442), ('""agonizing', 0.8785305023193359), ('tears""', 0.8776646256446838)]",1,0.89538461
"""crown:royalty""::""florist:flowers""","flowers""","[('flowers""', 0.832621157169342), ('solemnly""', 0.830983579158783), ('boorish""', 0.8268218040466309), ('pleasant""', 0.8261312246322632), ('placid""', 0.8251452445983887), ('nicely""', 0.8240697383880615), ('rich""', 0.823763906955719), ('""homely', 0.8233826160430908), ('""flowers', 0.8227167725563049), ('sweet""', 0.8226057291030884)]",1,0.832621157
"""laugh:happiness""::""image:picture""","picture""","[('""photo', 0.9286941289901733), ('picture""', 0.9266777038574219), ('liked""', 0.9254834651947021), ('good""', 0.9251301884651184), ('happy""', 0.9226104021072388), ('""picture', 0.9211434125900269), ('""happiness', 0.9209539890289307), ('excellent""', 0.9204981327056885), ('best""', 0.9183030724525452), ('beautiful""', 0.9169634580612183)]",2,0.926677704
"""laugh:happiness""::""bedding:sheets""","sheets""","[('bedding""', 0.8901472687721252), ('sheets""', 0.8347856998443604), ('bed""', 0.8276684284210205), ('""bed', 0.8259391188621521), ('""sheets', 0.8226471543312073), ('""happiness', 0.8221132159233093), ('""bedtime', 0.8219987154006958), ('contentedness""', 0.8143583536148071), ('waning""', 0.8126762509346008), ('mattress""', 0.8080694675445557)]",2,0.8347857
"""laugh:happiness""::""eyeshadow:makeup""","makeup""","[('eyeshadow""', 0.8901216983795166), ('makeup""', 0.8338953256607056), ('""makeup', 0.8140596151351929), ('""happiness', 0.8024768829345703), ('sweetness""', 0.7984501123428345), ('beauty""', 0.7915055155754089), ('beautiful""', 0.7898433208465576), ('heaven""', 0.7886331677436829), ('""sweetness', 0.7873664498329163), ('unhappiness""', 0.78706955909729)]",2,0.833895326
"""laugh:happiness""::""crows:birds""","birds""","[('crows""', 0.8815843462944031), ('birds""', 0.822491466999054), ('""birds', 0.8181861639022827), ('""happiness', 0.8180266618728638), ('beautiful""', 0.792809009552002), ('freedom""', 0.7925503849983215), ('unhappiness""', 0.7923919558525085), ('bird""', 0.791128933429718), ('heaven""', 0.7894524335861206), ('""darkness', 0.7886171340942383)]",2,0.822491467
"""laugh:happiness""::""bedroom:bed""","bed""","[('bedroom""', 0.8783617615699768), ('bed""', 0.8406396508216858), ('""bed', 0.831710696220398), ('room""', 0.8264833688735962), ('rooms""', 0.8197272419929504), ('""happiness', 0.8195420503616333), ('""room', 0.8173261880874634), ('home""', 0.8154477477073669), ('dream""', 0.8143460750579834), ('heaven""', 0.8076514601707458)]",2,0.840639651
"""laugh:happiness""::""soldiers:army""","army""","[('soldiers""', 0.9210190176963806), ('army""', 0.8832234144210815), ('soldier""', 0.8819843530654907), ('""happiness', 0.8817649483680725), ('""soldier', 0.8794315457344055), ('""army', 0.8735581636428833), ('love""', 0.8712144494056702), ('happy""', 0.871176540851593), ('beautiful""', 0.8670601844787598), ('sweet""', 0.8668696284294128)]",2,0.883223414
"""laugh:happiness""::""tennis:volleying""","volleying""","[('tennis""', 0.9042083621025085), ('volleying""', 0.8330082893371582), ('football""', 0.8299906849861145), ('fitness""', 0.8251588344573975), ('""happiness', 0.8234326243400574), ('sport""', 0.8210700154304504), ('basketball""', 0.8194282054901123), ('wellness""', 0.8158341646194458), ('baseball""', 0.8141742944717407), ('happy""', 0.811003565788269)]",2,0.833008289
"""laugh:happiness""::""omelette:eggs""","eggs""","[('""happiness', 0.8106065988540649), ('eggs""', 0.7993355989456177), ('beautiful""', 0.7971283197402954), ('heaven""', 0.7963185906410217), ('happy""', 0.7960615754127502), ('wellness""', 0.7960209250450134), ('nicely""', 0.7947774529457092), ('holiness""', 0.7947558164596558), ('""sweetness', 0.7941965460777283), ('sweetness""', 0.7933647632598877)]",2,0.799335599
"""laugh:happiness""::""concrete:cement""","cement""","[('concrete""', 0.8867814540863037), ('cement""', 0.8132022619247437), ('""happiness', 0.8128862380981445), ('""cement', 0.8114259243011475), ('contentedness""', 0.8055974245071411), ('architecture""', 0.8024889230728149), ('""architecture', 0.8015598058700562), ('sweetness""', 0.7993609309196472), ('""sweetness', 0.7988361120223999), ('beautiful""', 0.7977126240730286)]",2,0.813202262
"""laugh:happiness""::""lawn:grass""","grass""","[('""happiness', 0.8596436381340027), ('grass""', 0.8589405417442322), ('happy""', 0.8404003977775574), ('heaven""', 0.8382619619369507), ('""garden', 0.8370941281318665), ('love""', 0.8370574712753296), ('lawfulness""', 0.8365885019302368), ('loving""', 0.8358091115951538), ('nicely""', 0.8348591327667236), ('beautiful""', 0.8348320126533508)]",2,0.858940542
"""laugh:happiness""::""parrot:bird""","bird""","[('birds""', 0.8107450604438782), ('bird""', 0.8103671073913574), ('""happiness', 0.8079348802566528), ('""birds', 0.7995266914367676), ('""bird', 0.7960098385810852), ('happy""', 0.7923620343208313), ('heaven""', 0.7887412309646606), ('placid""', 0.7840188145637512), ('beautiful""', 0.7827450633049011), ('sweet""', 0.7822344303131104)]",2,0.810367107
"""laugh:happiness""::""sea:ocean""","ocean""","[('sea""', 0.9017410278320312), ('ocean""', 0.8772283792495728), ('""happiness', 0.8762245178222656), ('oceans""', 0.8758509755134583), ('""ocean', 0.8664233088493347), ('happy""', 0.8626453280448914), ('seascape""', 0.8620327115058899), ('beautiful""', 0.8600277900695801), ('sweet""', 0.8571494817733765), ('heaven""', 0.856818675994873)]",2,0.877228379
"""laugh:happiness""::""duckling:duck""","duck""","[('duckling""', 0.8996658325195312), ('duck""', 0.8178585171699524), ('""duck', 0.8069483637809753), ('""happiness', 0.8001171946525574), ('sweetness""', 0.7892884612083435), ('""sweetness', 0.7863156199455261), ('baby""', 0.7828859686851501), ('beautiful""', 0.7818513512611389), ('bird""', 0.7816813588142395), ('happy""', 0.780730128288269)]",2,0.817858517
"""laugh:happiness""::""pencil:pen""","pen""","[('pencil""', 0.8875024318695068), ('pen""', 0.8341701030731201), ('""pen', 0.8337329030036926), ('""happiness', 0.8290268778800964), ('drawings""', 0.8276937007904053), ('drawing""', 0.8234307765960693), ('beautiful""', 0.8222460150718689), ('""art', 0.8186249136924744), ('artistic""', 0.8176489472389221), ('happy""', 0.8166870474815369)]",2,0.834170103
"""laugh:happiness""::""pencil:pen""","pen""","[('pencil""', 0.8875024318695068), ('pen""', 0.8341701030731201), ('""pen', 0.8337329030036926), ('""happiness', 0.8290268778800964), ('drawings""', 0.8276937007904053), ('drawing""', 0.8234307765960693), ('beautiful""', 0.8222460150718689), ('""art', 0.8186249136924744), ('artistic""', 0.8176489472389221), ('happy""', 0.8166870474815369)]",2,0.834170103
"""laugh:happiness""::""normal:abnormal""","abnormal""","[('normal""', 0.9149254560470581), ('abnormal""', 0.8501290082931519), ('eternal""', 0.8487623929977417), ('""happiness', 0.845524787902832), ('emotional""', 0.8394884467124939), ('happy""', 0.8382188081741333), ('humorlessly""', 0.8379510045051575), ('honestly""', 0.8376657366752625), ('cruel""', 0.8323143720626831), ('life""', 0.830030620098114)]",2,0.850129008
"""laugh:happiness""::""computer:compute""","compute""","[('computer""', 0.907231867313385), ('compute""', 0.8791013956069946), ('""happiness', 0.8692387342453003), ('happy""', 0.8529176712036133), ('""happy', 0.8457032442092896), ('life""', 0.845342218875885), ('beautiful""', 0.8443977236747742), ('love""', 0.8441387414932251), ('hope""', 0.8416436910629272), ('unhappiness""', 0.8414613604545593)]",2,0.879101396
"""laugh:happiness""::""exempted:excused""","excused""","[('""happiness', 0.872013509273529), ('excused""', 0.8649764060974121), ('appease""', 0.8647190928459167), ('contentedness""', 0.862989604473114), ('unhappiness""', 0.8604468107223511), ('""eagerness', 0.8599531054496765), ('express""', 0.8595789670944214), ('inexperience""', 0.8571510314941406), ('understood""', 0.857006311416626), ('hindering""', 0.8567886352539062)]",2,0.864976406
"""laugh:happiness""::""laugh:happy""","happy""","[('""happiness', 0.988369345664978), ('happy""', 0.9584715962409973), ('""happy', 0.9452618360519409), ('unhappiness""', 0.9329307675361633), ('joyfully""', 0.9299542307853699), ('enjoy""', 0.9288650155067444), ('love""', 0.9282221794128418), ('life""', 0.9282119274139404), ('loving""', 0.9261296391487122), ('sweet""', 0.9259846806526184)]",2,0.958471596
"""laugh:happiness""::""slavery:freedom""","freedom""","[('""happiness', 0.8834940195083618), ('freedom""', 0.8684553503990173), ('happy""', 0.8662000894546509), ('life""', 0.8654568791389465), ('""freedom', 0.8637906312942505), ('poverty""', 0.8607163429260254), ('heaven""', 0.8573467135429382), ('""life', 0.8570693731307983), ('loving""', 0.8568775653839111), ('unhappiness""', 0.8562723994255066)]",2,0.86845535
"""laugh:happiness""::""tyranny:freedom""","freedom""","[('""happiness', 0.8592960834503174), ('freedom""', 0.852287769317627), ('unhappiness""', 0.8477605581283569), ('honestly""', 0.8475252985954285), ('heaven""', 0.8445627689361572), ('life""', 0.8437346816062927), ('waning""', 0.8434921503067017), ('therapy""', 0.8434685468673706), ('happy""', 0.8433973789215088), ('agree""', 0.8411239385604858)]",2,0.852287769
"""laugh:happiness""::""exercise:fitness""","fitness""","[('exercise""', 0.9157384037971497), ('fitness""', 0.902794599533081), ('wellness""', 0.8957521319389343), ('exercising""', 0.8954838514328003), ('""happiness', 0.8939871788024902), ('""workout', 0.8883224725723267), ('healthy""', 0.8781939148902893), ('""healthy', 0.8745298981666565), ('happy""', 0.873006284236908), ('stress""', 0.8709576725959778)]",2,0.9027946
"""laugh:happiness""::""question:answer""","answer""","[('""happiness', 0.9101985096931458), ('answer""', 0.9087027907371521), ('answers""', 0.9060830473899841), ('understood""', 0.9033809900283813), ('happy""', 0.9012993574142456), ('hope""', 0.8999006152153015), ('beautiful""', 0.8997825384140015), ('word""', 0.8996937274932861), ('honestly""', 0.899290144443512), ('nicely""', 0.8991714715957642)]",2,0.908702791
"""laugh:happiness""::""hedonist:pleasure""","pleasure""","[('""happiness', 0.8504395484924316), ('pleasure""', 0.8396981358528137), ('heaven""', 0.8338256478309631), ('indolence""', 0.8332157731056213), ('happy""', 0.831165075302124), ('unhappiness""', 0.8297570943832397), ('restfulness""', 0.829643189907074), ('plenteousness""', 0.8283799886703491), ('satiation""', 0.8282625675201416), ('contentedness""', 0.8261663913726807)]",2,0.839698136
"""laugh:happiness""::""astronaut:space""","space""","[('""happiness', 0.8335697650909424), ('space""', 0.8229175806045532), ('""space', 0.8222299218177795), ('life""', 0.8130761981010437), ('consciousness""', 0.8106721639633179), ('happy""', 0.8102318644523621), ('humans""', 0.8093698024749756), ('athlete""', 0.808424711227417), ('freedom""', 0.808344841003418), ('love""', 0.8080847263336182)]",2,0.822917581
"""laugh:happiness""::""exercise:fitness""","fitness""","[('exercise""', 0.9157384037971497), ('fitness""', 0.902794599533081), ('wellness""', 0.8957521319389343), ('exercising""', 0.8954838514328003), ('""happiness', 0.8939871788024902), ('""workout', 0.8883224725723267), ('healthy""', 0.8781939148902893), ('""healthy', 0.8745298981666565), ('happy""', 0.873006284236908), ('stress""', 0.8709576725959778)]",2,0.9027946
"""laugh:happiness""::""combustion:fire""","fire""","[('consciousness""', 0.8617528676986694), ('fire""', 0.8611950278282166), ('""happiness', 0.855624258518219), ('burning""', 0.8541289567947388), ('compassionate""', 0.8537089824676514), ('""compassionate', 0.8510586023330688), ('satiation""', 0.8503401279449463), ('destruction""', 0.8493517637252808), ('flame""', 0.8489542007446289), ('passion""', 0.8475754261016846)]",2,0.861195028
"""laugh:happiness""::""bed:sleep""","sleep""","[('bed""', 0.9069421887397766), ('sleep""', 0.8726834654808044), ('""happiness', 0.8720682263374329), ('""sleep', 0.8633593320846558), ('""bedtime', 0.8629457354545593), ('morning""', 0.8588219881057739), ('dream""', 0.8580304980278015), ('happy""', 0.8579923510551453), ('sweet""', 0.8562284708023071), ('heaven""', 0.8559699654579163)]",2,0.872683465
"""laugh:happiness""::""sunscreen:sunburn""","sunburn""","[('""happiness', 0.8279686570167542), ('sunburn""', 0.8117168545722961), ('""sweetness', 0.8114051222801208), ('wellness""', 0.810498833656311), ('sweetness""', 0.8104762434959412), ('""sunburn', 0.80452960729599), ('unhappiness""', 0.799189031124115), ('contentedness""', 0.7979346513748169), ('happy""', 0.7971828579902649), ('friendliness""', 0.7955758571624756)]",2,0.811716855
"""laugh:happiness""::""closet:clothes""","clothes""","[('""happiness', 0.8561754822731018), ('clothes""', 0.8531064391136169), ('wardrobe""', 0.8464954495429993), ('heaven""', 0.8416441082954407), ('sweetness""', 0.8395978212356567), ('happy""', 0.8386138081550598), ('honestly""', 0.8373823165893555), ('clothing""', 0.8359739184379578), ('love""', 0.8356786966323853), ('""clothes', 0.8354762196540833)]",2,0.853106439
"""laugh:happiness""::""question:answer""","answer""","[('""happiness', 0.9101985096931458), ('answer""', 0.9087027907371521), ('answers""', 0.9060830473899841), ('understood""', 0.9033809900283813), ('happy""', 0.9012993574142456), ('hope""', 0.8999006152153015), ('beautiful""', 0.8997825384140015), ('word""', 0.8996937274932861), ('honestly""', 0.899290144443512), ('nicely""', 0.8991714715957642)]",2,0.908702791
"""crown:royalty""::""valentine:love""","love""","[('valentine""', 0.9200196266174316), ('love""', 0.8748529553413391), ('sweet""', 0.8660779595375061), ('sweetness""', 0.8652206063270569), ('loving""', 0.8644663095474243), ('hyperventilate""', 0.8638241291046143), ('nicely""', 0.8614405393600464), ('liked""', 0.8610740303993225), ('solemnly""', 0.8602146506309509), ('""sweet', 0.8600239157676697)]",2,0.874852955
"""crown:royalty""::""musician:music""","music""","[('musician""', 0.9263784885406494), ('music""', 0.8788232803344727), ('""music', 0.8755375146865845), ('""band', 0.8614885210990906), ('songwriter""', 0.8576108813285828), ('nicely""', 0.8553977608680725), ('magnanimous""', 0.8551241755485535), ('rich""', 0.8543291091918945), ('""players', 0.854309618473053), ('""songwriter', 0.8541721701622009)]",2,0.87882328
"""crown:royalty""::""investor:investments""","investments""","[('""investment', 0.9206003546714783), ('investments""', 0.9013046026229858), ('""interesting', 0.8981192708015442), ('""wealth', 0.8949622511863708), ('""entrepreneur', 0.894849419593811), ('wealth""', 0.8920117020606995), ('""classic', 0.8917369246482849), ('solid""', 0.8907372355461121), ('""class', 0.8906779289245605), ('marketed""', 0.8901506066322327)]",2,0.901304603
"""crown:royalty""::""mall:shops""","shops""","[('shopping""', 0.8885754346847534), ('shops""', 0.877900242805481), ('nicely""', 0.8763108253479004), ('solid""', 0.8752283453941345), ('cool""', 0.8733330368995667), ('liked""', 0.8729044198989868), ('solemnly""', 0.8724895119667053), ('beautiful""', 0.8723780512809753), ('""funny', 0.8710200190544128), ('dead""', 0.8707711696624756)]",2,0.877900243
"""crown:royalty""::""vintner:wine""","wine""","[('vintner""', 0.9206771850585938), ('wine""', 0.8487123847007751), ('whine""', 0.8456816077232361), ('""wine', 0.8452563881874084), ('magnanimous""', 0.8443323373794556), ('nicely""', 0.8396793007850647), ('""magnanimous', 0.8379077315330505), ('solemnly""', 0.8362618684768677), ('charming""', 0.8327011466026306), ('hyperventilate""', 0.8320434093475342)]",2,0.848712385
"""crown:royalty""::""pants:trousers""","trousers""","[('pants""', 0.9015440344810486), ('trousers""', 0.8639351725578308), ('nicely""', 0.8536036014556885), ('""taint', 0.8522825837135315), ('""perplexing', 0.8506654500961304), ('solid""', 0.8481401205062866), ('excellent""', 0.8478397130966187), ('holy""', 0.8471730351448059), ('hyperventilate""', 0.8465732932090759), ('""nice', 0.8451953530311584)]",2,0.863935173
"""crown:royalty""::""dress:frock""","frock""","[('dress""', 0.910459578037262), ('frock""', 0.8881402611732483), ('dresses""', 0.8874072432518005), ('""clothing', 0.8658192753791809), ('pretty""', 0.8650996685028076), ('clothing""', 0.8645197153091431), ('fashions""', 0.8644114136695862), ('nicely""', 0.8635709881782532), ('deed""', 0.863034725189209), ('""clothes', 0.8623380064964294)]",2,0.888140261
"""crown:royalty""::""flammable:inflammable""","inflammable""","[('flammable""', 0.9256438612937927), ('inflammable""', 0.8724385499954224), ('flame""', 0.8584909439086914), ('""flame', 0.8560177683830261), ('magnanimous""', 0.8549397587776184), ('""magnanimous', 0.84963059425354), ('hyperventilate""', 0.8465333580970764), ('dismayed""', 0.8443990349769592), ('fire""', 0.8433685898780823), ('""impenetrable', 0.8408492207527161)]",2,0.87243855
"""crown:royalty""::""fat:obese""","obese""","[('fat""', 0.9273485541343689), ('obese""', 0.8909528255462646), ('""obesity', 0.8869388699531555), ('""obese', 0.884235680103302), ('nicely""', 0.8838192820549011), ('hateful""', 0.8818832039833069), ('obesity""', 0.8817701935768127), ('sigh""', 0.8784635066986084), ('hyperventilate""', 0.8779256939888), ('rude""', 0.8776087760925293)]",2,0.890952826
"""crown:royalty""::""affection:love""","love""","[('sweetness""', 0.8795450329780579), ('love""', 0.877453625202179), ('""sweetness', 0.8774513602256775), ('irritation""', 0.8743911981582642), ('""attraction', 0.8740376830101013), ('sweet""', 0.8727436661720276), ('appease""', 0.8719795346260071), ('nicely""', 0.8702033162117004), ('loving""', 0.8700373768806458), ('beautiful""', 0.8675424456596375)]",2,0.877453625
"""crown:royalty""::""money:rich""","rich""","[('money""', 0.9412796497344971), ('rich""', 0.9074884653091431), ('wealth""', 0.9034237265586853), ('""wealthy', 0.9022302031517029), ('solid""', 0.9014867544174194), ('""funny', 0.9008693695068359), ('nicely""', 0.9008197784423828), ('riches""', 0.9004679322242737), ('liked""', 0.900399923324585), ('word""', 0.9002816677093506)]",2,0.907488465
"""crown:royalty""::""parched:thirstiness""","thirstiness""","[('parched""', 0.912682294845581), ('thirstiness""', 0.8541926145553589), ('""dryness', 0.849591851234436), ('dryness""', 0.8470989465713501), ('sigh""', 0.8446635007858276), ('hydrate""', 0.8422008156776428), ('thirst""', 0.8418111205101013), ('""thirst', 0.8410562872886658), ('nicely""', 0.8410528302192688), ('dirtied""', 0.8406172394752502)]",2,0.854192615
"""crown:royalty""::""frigid:cold""","cold""","[('frigid""', 0.9174016118049622), ('cold""', 0.8665961027145386), ('""chilly', 0.8607226610183716), ('""freezing', 0.8604101538658142), ('""coldness', 0.860379159450531), ('""cold', 0.8542754650115967), ('nicely""', 0.8400541543960571), ('""perplexing', 0.8399685025215149), ('hyperventilate""', 0.8398984670639038), ('""perplexed', 0.8375035524368286)]",2,0.866596103
"""crown:royalty""::""sculptor:sculpture""","sculpture""","[('""sculpture', 0.8737385869026184), ('sculpture""', 0.8710497617721558), ('solemnly""', 0.8443047404289246), ('nicely""', 0.8330519199371338), ('solid""', 0.8303991556167603), ('relief""', 0.8283795714378357), ('magnanimous""', 0.8270813822746277), ('sigh""', 0.8255749344825745), ('""solid', 0.8254614472389221), ('""artistic', 0.8253418803215027)]",2,0.871049762
"""crown:royalty""::""vintner:wine""","wine""","[('vintner""', 0.9206771850585938), ('wine""', 0.8487123847007751), ('whine""', 0.8456816077232361), ('""wine', 0.8452563881874084), ('magnanimous""', 0.8443323373794556), ('nicely""', 0.8396793007850647), ('""magnanimous', 0.8379077315330505), ('solemnly""', 0.8362618684768677), ('charming""', 0.8327011466026306), ('hyperventilate""', 0.8320434093475342)]",2,0.848712385
"""crown:royalty""::""wine:vintner""","vintner""","[('wine""', 0.9226301908493042), ('vintner""', 0.9038496613502502), ('""vintner', 0.8997837901115417), ('whine""', 0.8768942952156067), ('nicely""', 0.8670548796653748), ('rich""', 0.8653247356414795), ('""funny', 0.8645751476287842), ('alcoholic""', 0.8643271923065186), ('money""', 0.8639176487922668), ('cool""', 0.8637596964836121)]",2,0.903849661
"""laugh:happiness""::""biography:life""","life""","[('biography""', 0.9157081842422485), ('""happiness', 0.8960062265396118), ('life""', 0.8899058103561401), ('""life', 0.8842706084251404), ('autobiography""', 0.8810752034187317), ('understood""', 0.8810361623764038), ('happy""', 0.8776595592498779), ('inspire""', 0.8770067691802979), ('honestly""', 0.8766354918479919), ('unhappiness""', 0.8756091594696045)]",3,0.88990581
