pair1,pair2,cos_image_before_normalization,rho_image_before_normalization,cos_image_after_normalization,rho_image_after_normalization,cos_text_before_normalization,rho_text_before_normalization,cos_text_after_normalization,rho_text_after_normalization,diff_cos_before_normalization,diff_rho_before_normalization,diff_cos_after_normalization,diff_rho_after_normalization
fragile:unbreakable,lazy:productive,54.70638275146485,0.2533077127750884,55.95428085327149,0.2415241871802794,30.57430076599121,0.32421396670901,33.89037322998047,0.3027234896602236,24.13208198547364,-0.07090625393392158,22.063907623291023,-0.061199302479944206
acceleration:speed,dim:light,25.73564338684082,0.661296416698138,32.660736083984375,0.590389179283826,30.5466423034668,0.3800926402764902,31.668699264526367,0.3698980613634543,-4.81099891662598,0.2812037764216478,0.9920368194580078,0.22049111792037163
fire:hot,villain:evil,62.92172622680664,0.1530819414403589,48.579063415527344,0.2508939836749408,34.14387130737305,0.3775597312344789,32.32345199584961,0.4010555247994415,28.777854919433594,-0.22447778979412,16.255611419677734,-0.1501615411245007
day:evening,good:wrong,41.304473876953125,0.3260858875213147,39.66131210327149,0.3418428527082546,30.84308242797852,0.1780414220482713,32.513755798339844,0.1623887057827216,10.461391448974606,0.14804446547304337,7.147556304931648,0.179454146925533
road:highway,pain:agony,51.91306686401367,0.2350147092903491,48.86268615722656,0.2701218299744796,26.139698028564453,0.4104398946853435,27.136011123657227,0.3955746779906386,25.77336883544922,-0.17542518539499438,21.726675033569336,-0.12545284801615902
deceased:alive,employed:jobless,41.19357299804688,0.4205929886073631,47.07551574707031,0.3688006760623019,37.50643539428711,0.2082525985340062,33.707550048828125,0.2268748891349378,3.6871376037597727,0.2123403900733569,13.367965698242188,0.14192578692736407
school:students,zoo:animal,36.16421127319336,0.5740078828635515,36.268192291259766,0.5953923228447832,36.94845962524414,0.3998934086071343,34.192020416259766,0.4231297421636282,-0.7842483520507812,0.17411447425641724,2.076171875,0.17226258068115496
sprint:fast,crying:emotional,37.53536987304688,0.4311498459333264,43.24726867675781,0.3608259017978736,24.22138786315918,0.4066847877398977,27.38447570800781,0.3704986102528009,13.313982009887702,0.0244650581934287,15.862792968750004,-0.009672708454927292
slavery:freedom,depression:joy,39.26824188232422,0.3956089209896888,42.86018753051758,0.3657138887458372,43.00408172607422,0.1407900458909831,43.46232604980469,0.1389823195259839,-3.73583984375,0.2548188750987057,-0.6021385192871094,0.22673156921985332
sword:knife,ladder:stairs,42.37399673461914,0.2970792956992939,42.82514953613281,0.2905085738032295,37.80378723144531,0.4064466960780947,37.295536041259766,0.4233857152870761,4.570209503173828,-0.10936740037880077,5.529613494873047,-0.1328771414838466
tool:hammer,tool:screwdriver,27.567533493041992,0.7249847292317552,27.56751823425293,0.7249847292317552,33.065067291259766,0.3795696969306829,33.065067291259766,0.3795696969306829,-5.497533798217773,0.3454150323010723,-5.497549057006836,0.3454150323010723
girl:woman,baby:adult,36.079288482666016,0.3452205714056831,37.55042266845703,0.3183539435060253,37.06333541870117,0.186185354939861,37.49685287475586,0.1830038852839862,-0.9840469360351562,0.15903521646582208,0.053569793701171875,0.1353500582220391
hot:cold,full:empty,44.60487747192383,0.3049077996074661,46.7453727722168,0.2936000102997219,35.19160079956055,0.262625563623671,34.99650192260742,0.266939287430906,9.413276672363281,0.0422822359837951,11.748870849609375,0.026660722868815878
freezing:warm,gigantic:short,45.93132781982422,0.2371906149506185,48.46238327026367,0.2177171667753859,40.01467514038086,0.2657932645540793,40.44065856933594,0.2597757950813106,5.916652679443359,-0.028602649603460817,8.021724700927734,-0.04205862830592469
heart:beat,fire:burn,27.55215835571289,0.7101969392659732,26.62626075744629,0.7124990880454561,28.388748168945312,0.4062267540998615,30.02985572814941,0.387184696186814,-0.8365898132324219,0.3039701851661117,-3.4035949707031214,0.32531439185864214
army:soldiers,library:books,30.86507797241211,0.6671508072407045,31.68480682373047,0.6646187028644671,33.565521240234375,0.45808317168492,31.99264144897461,0.4730399414632472,-2.7004432678222656,0.2090676355557845,-0.3078346252441406,0.19157876140121993
discipline:abuse,discard:litter,45.22826766967773,0.2915357743674254,43.95144271850586,0.3076158575662902,39.29660034179688,0.196304384677447,40.33514022827149,0.1985792642279214,5.931667327880845,0.09523138968997838,3.616302490234368,0.10903659333836876
snacks:chips,cutlery:forks,34.61309051513672,0.6288734822215356,36.02168273925781,0.6105900453187764,39.53112030029297,0.4944579985923713,36.97501373291016,0.5134754694956569,-4.91802978515625,0.13441548362916433,-0.9533309936523509,0.09711457582311944
fruit:apple,furniture:chair,29.680105209350582,0.6435188463453153,29.730655670166016,0.648245900138474,38.90873718261719,0.3640248952861606,40.12627029418945,0.3522366311040157,-9.228631973266605,0.2794939510591547,-10.395614624023438,0.29600926903445834
hotel:lobby,hill:top,27.10983657836914,0.6782676225380804,29.909439086914062,0.6522519733981071,40.18146514892578,0.3692056911685606,38.763580322265625,0.3792219919089962,-13.07162857055664,0.30906193136951976,-8.854141235351562,0.27302998148911095
