pair1,pair2,cos_image_before_normalization,rho_image_before_normalization,cos_image_after_normalization,rho_image_after_normalization,cos_text_before_normalization,rho_text_before_normalization,cos_text_after_normalization,rho_text_after_normalization,diff_cos_before_normalization,diff_rho_before_normalization,diff_cos_after_normalization,diff_rho_after_normalization
fire:cold,rainbow:monochromatic,45.428016662597656,0.2960860699122234,43.64512634277344,0.3037780488607363,42.33934783935547,0.2261950359631956,39.90643310546875,0.2292226356416154,3.0886688232421875,0.06989103394902782,3.7386932373046875,0.07455541321912088
laugh:happiness,nod:agreement,56.88808441162109,0.1596283445485861,52.477783203125,0.1773634464300019,33.30144119262695,0.1055191310181847,35.332889556884766,0.0846017548151199,23.586643218994134,0.05410921353040139,17.144893646240234,0.092761691614882
retiree:job,widow:husband,59.23663330078125,0.1024949288174774,61.35237121582031,0.0842373306267953,38.49468231201172,0.2581094216706149,38.93537139892578,0.2612030039425046,20.74195098876953,-0.1556144928531375,22.41699981689453,-0.17696567331570934
unstable:fall,fragile:break,47.475982666015625,0.2179711729380529,55.48006820678711,0.179434298503107,49.07649612426758,0.2315272930007867,42.90039443969727,0.2543223069088245,-1.6005134582519531,-0.013556120062733795,12.579673767089837,-0.07488800840571752
harvesting:farming,stitching:sewing,26.274232864379883,0.6095639176422792,26.11347007751465,0.6111644872741213,31.797372817993164,0.5959318959499205,31.01933479309082,0.6061268324921893,-5.523139953613281,0.013632021692358776,-4.905864715576172,0.005037654781931966
botany:plants,mathematics:numbers,29.964370727539062,0.5500252665053044,32.88028717041016,0.5239345152264222,28.841949462890625,0.4590604829711264,30.87501716613769,0.4347230984138427,1.1224212646484375,0.09096478353417797,2.0052700042724716,0.08921141681257949
millionaire:wealth,coward:fear,40.954063415527344,0.3121755408784518,39.72698211669922,0.3314892181938865,29.89332771301269,0.2898566157116536,30.747329711914062,0.2819937793971229,11.060735702514652,0.022318925166798176,8.979652404785156,0.0494954387967636
library:books,school:student,37.696266174316406,0.3561954973049061,39.3425178527832,0.3330095000629427,27.27784919738769,0.3256724681280828,30.221189498901367,0.2562405407067898,10.418416976928714,0.030523029176823258,9.121328353881836,0.07676895935615291
consume:edible,eat:edible,23.210756301879883,0.8391259434259164,27.38728904724121,0.8160593049404332,24.284772872924805,0.7519142998764032,23.959518432617188,0.7608373280518649,-1.0740165710449219,0.08721164354951316,3.4277706146240234,0.055221976888568336
hot:cold,big:small,39.83566665649414,0.4407430712912418,41.292579650878906,0.4370028953662695,29.62723731994629,0.4131180011959121,28.7019100189209,0.4219116569963722,10.208429336547852,0.027625070095329718,12.590669631958008,0.015091238369897342
omelette:eggs,ocean:water,37.14728164672852,0.4461936090225563,38.33984756469727,0.4352215441571966,38.04408264160156,0.3548509007965118,39.09280014038086,0.3487768364976368,-0.8968009948730398,0.09134270822604446,-0.7529525756835866,0.0864447076595598
mask:face,makeup:blemish,42.11385726928711,0.4735972172154129,41.98731231689453,0.4744498947139538,36.18183898925781,0.2589961633535894,38.0038948059082,0.241167809649695,5.932018280029297,0.21460105386182354,3.983417510986328,0.23328208506425882
forward:backward,top:bottom,30.61425399780273,0.5872408797393026,26.263500213623047,0.6146491371121868,30.374422073364254,0.46785950321008,30.668127059936523,0.4620429319588926,0.23983192443847656,0.1193813765292226,-4.404626846313477,0.1526062051532942
fragile:damaged,elastic:stretched,46.37436676025391,0.2789714547498884,43.54942321777344,0.2986898789496572,35.1868782043457,0.3406283438333276,36.2659797668457,0.3356459427678785,11.18748855590821,-0.06165688908343919,7.283443450927734,-0.03695606381822131
arrhythmia:heartbeat,pimple:skin,28.47121238708496,0.5713746588217119,32.12124252319336,0.5467724498174661,38.79469299316406,0.3124754129902382,37.90278625488281,0.3184223400968174,-10.323480606079102,0.2588992458314737,-5.781543731689453,0.22835010972064868
library:book,casino:cards,31.68123817443848,0.5664512665796912,33.927581787109375,0.5544863335564939,36.22769165039063,0.3328610839312894,37.629127502441406,0.325786283631453,-4.546453475952152,0.23359018264840187,-3.7015457153320312,0.2287000499250409
script:movie,choreography:performance,56.645206451416016,0.3076684290635263,55.867286682128906,0.3069747177590094,34.86143112182617,0.3165640091953628,35.097015380859375,0.3215986241288152,21.783775329589844,-0.0088955801318365,20.77027130126953,-0.014623906369805761
ocean:Pacific,planet:Earth,36.621337890625,0.698178361857841,33.454864501953125,0.7203346551309782,30.06494903564453,0.4436967311257596,31.28633499145508,0.4272112751914032,6.556388854980469,0.2544816307320814,2.1685295104980433,0.293123379939575
wash:dirty,fill:empty,47.09834671020508,0.2240133188278916,40.4815559387207,0.3008083851180462,31.0196533203125,0.299138614229638,33.102149963378906,0.281754078403772,16.078693389892578,-0.0751252954017464,7.379405975341797,0.019054306714274216
hand:finger,egg:yolk,20.89849853515625,0.8180280538675456,21.08202362060547,0.8189449258133918,39.402565002441406,0.4005593142387933,37.89594268798828,0.4103650607683592,-18.504066467285156,0.4174687396287523,-16.813919067382812,0.40857986504503263
father:mother,mother:father,38.70528793334961,0.3999787925864891,39.06875228881836,0.3929135588686327,41.450439453125,0.2024261030716059,40.82743835449219,0.2126896150192833,-2.7451515197753906,0.1975526895148832,-1.7586860656738281,0.18022394384934942
life:biography,achievement:trophy,44.38518524169922,0.4566862719012141,41.05270767211914,0.4386796400247193,34.88437271118164,0.3549031146645151,32.56281280517578,0.3620864554365365,9.500812530517578,0.101783157236699,8.48989486694336,0.07659318458818282
fragile:unbreakable,lazy:productive,52.725372314453125,0.2932793956924274,53.1909408569336,0.2824402794943981,30.57430076599121,0.32421396670901,33.89037322998047,0.3027234896602236,22.151071548461914,-0.03093457101658259,19.300567626953132,-0.020283210165825516
acceleration:speed,dim:light,39.70528030395508,0.4159776939494856,47.270111083984375,0.3553697314061409,30.5466423034668,0.3800926402764902,31.668699264526367,0.3698980613634543,9.158638000488278,0.03588505367299538,15.601411819458008,-0.014528329957313402
fire:hot,villain:evil,62.92172622680664,0.1530819414403589,48.579063415527344,0.2508939836749408,34.14387130737305,0.3775597312344789,32.32345199584961,0.4010555247994415,28.777854919433594,-0.22447778979412,16.255611419677734,-0.1501615411245007
day:evening,good:wrong,41.304473876953125,0.3260858875213147,39.66131210327149,0.3418428527082546,30.84308242797852,0.1780414220482713,32.513755798339844,0.1623887057827216,10.461391448974606,0.14804446547304337,7.147556304931648,0.179454146925533
road:highway,pain:agony,52.13955307006836,0.2367216736189789,49.11165618896485,0.2716396084389055,26.139698028564453,0.4104398946853435,27.136011123657227,0.3955746779906386,25.999855041503906,-0.1737182210663646,21.975645065307624,-0.12393506955173311
deceased:alive,employed:jobless,41.19357299804688,0.4205929886073631,47.07551574707031,0.3688006760623019,37.50643539428711,0.2082525985340062,33.707550048828125,0.2268748891349378,3.6871376037597727,0.2123403900733569,13.367965698242188,0.14192578692736407
school:students,zoo:animal,36.16421127319336,0.5740078828635515,36.268192291259766,0.5953923228447832,36.94845962524414,0.3998934086071343,34.192020416259766,0.4231297421636282,-0.7842483520507812,0.17411447425641724,2.076171875,0.17226258068115496
sprint:fast,crying:emotional,40.63475799560547,0.4121873605245991,46.502254486083984,0.3447247184742678,24.22138786315918,0.4066847877398977,27.38447570800781,0.3704986102528009,16.41337013244629,0.005502572784701398,19.117778778076175,-0.02577389177853312
slavery:freedom,depression:joy,39.26824188232422,0.3956089209896888,42.86018753051758,0.3657138887458372,43.00408172607422,0.1407900458909831,43.46232604980469,0.1389823195259839,-3.73583984375,0.2548188750987057,-0.6021385192871094,0.22673156921985332
sword:knife,ladder:stairs,42.37399673461914,0.2970792956992939,42.82514953613281,0.2905085738032295,37.80378723144531,0.4064466960780947,37.295536041259766,0.4233857152870761,4.570209503173828,-0.10936740037880077,5.529613494873047,-0.1328771414838466
tool:hammer,tool:screwdriver,27.567533493041992,0.7249847292317552,27.56751823425293,0.7249847292317552,33.065067291259766,0.3795696969306829,33.065067291259766,0.3795696969306829,-5.497533798217773,0.3454150323010723,-5.497549057006836,0.3454150323010723
girl:woman,baby:adult,36.079288482666016,0.3452205714056831,37.55042266845703,0.3183539435060253,37.06333541870117,0.186185354939861,37.49685287475586,0.1830038852839862,-0.9840469360351562,0.15903521646582208,0.053569793701171875,0.1353500582220391
hot:cold,full:empty,43.21057891845703,0.3177719913367894,44.11677169799805,0.3164825591375699,35.19160079956055,0.262625563623671,34.99650192260742,0.266939287430906,8.018978118896484,0.055146427713118396,9.120269775390625,0.049543271706663894
freezing:warm,gigantic:short,59.39284133911133,0.1190119455316373,60.470970153808594,0.1195854934139,40.01467514038086,0.2657932645540793,40.44065856933594,0.2597757950813106,19.37816619873047,-0.14678131902244201,20.030311584472656,-0.1401903016674106
heart:beat,fire:burn,54.71503448486328,0.4121270105915474,52.89387130737305,0.3845069473054782,28.388748168945312,0.4062267540998615,30.02985572814941,0.387184696186814,26.32628631591797,0.005900256491685907,22.864015579223636,-0.0026777488813358175
army:soldiers,library:books,30.76578521728516,0.6695985111179776,31.62697029113769,0.6665895975669769,33.565521240234375,0.45808317168492,31.99264144897461,0.4730399414632472,-2.799736022949215,0.21151533943305761,-0.3656711578369176,0.1935496561037297
discipline:abuse,discard:litter,45.39339828491211,0.2885115721667182,44.1124153137207,0.304733634171044,39.29660034179688,0.196304384677447,40.33514022827149,0.1985792642279214,6.096797943115227,0.09220718748927118,3.7772750854492116,0.10615436994312258
snacks:chips,cutlery:forks,34.61309051513672,0.6288734822215356,36.02168273925781,0.6105900453187764,39.53112030029297,0.4944579985923713,36.97501373291016,0.5134754694956569,-4.91802978515625,0.13441548362916433,-0.9533309936523509,0.09711457582311944
fruit:apple,furniture:chair,29.680105209350582,0.6435188463453153,29.730655670166016,0.648245900138474,38.90873718261719,0.3640248952861606,40.12627029418945,0.3522366311040157,-9.228631973266605,0.2794939510591547,-10.395614624023438,0.29600926903445834
hotel:lobby,hill:top,27.10983657836914,0.6782676225380804,29.909439086914062,0.6522519733981071,40.18146514892578,0.3692056911685606,38.763580322265625,0.3792219919089962,-13.07162857055664,0.30906193136951976,-8.854141235351562,0.27302998148911095
